area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
30,30,60,FRIJOL,2007B,2,MACANAL,2
30,30,48,FRIJOL,2007B,1.6,ZETAQUIRA,1.711666667
25,24,38,FRIJOL,2007B,1.6,SOMONDOCO,1.55
23,20,16,FRIJOL,2007B,0.8,BERBEO,0.80375
15,14,14,FRIJOL,2007B,1,CAMPOHERMOSO,1.01
15,14,10,FRIJOL,2007B,0.71,EL ESPINO,0.725
15,15,16,FRIJOL,2007B,1.05,VIRACACHA,1.084444444
11,10,12,FRIJOL,2007B,1.2,CHIVATA,1.2
10,10,12,FRIJOL,2007B,1.2,SOTAQUIRA,1.216666667
7,7,9,FRIJOL,2007B,1.4,NOBSA,1.414285714
6,6,4,FRIJOL,2007B,0.6,PESCA,0.6
6,5,4,FRIJOL,2007B,0.8,TOGUI,0.75
5,5,5,FRIJOL,2007B,0.9,COMBITA,1
5,5,8,FRIJOL,2007B,1.5,SAN MIGUEL DE SEMA,1.55
100,100,154,FRIJOL,2008A,1.54,TIBANA,1.514166667
70,70,52,FRIJOL,2008A,0.74,FIRAVITOBA,0.69375
70,70,59,FRIJOL,2008A,0.84,SAN JOSE DE PARE,0.859285714
38,37,33,FRIJOL,2008A,0.89,TOGUI,0.92
30,30,27,FRIJOL,2008A,0.9,CHITA,0.9125
30,30,25,FRIJOL,2008A,0.83,PAYA,0.941666667
28,26,14,FRIJOL,2008A,0.54,COPER,0.57
21,19,16,FRIJOL,2008A,0.85,CHINAVITA,0.80375
21,16,26,FRIJOL,2008A,1.6,PACHAVITA,1.799
20,19,15,FRIJOL,2008A,0.8,CHITARAQUE,0.80375
15,15,10,FRIJOL,2008A,0.67,PESCA,0.675
15,15,15,FRIJOL,2008A,1,TIPACOQUE,1
14,14,17,FRIJOL,2008A,1.24,BUSBANZA,1.255
12,12,10,FRIJOL,2008A,0.83,LABRANZAGRANDE,0.8
12,11,10,FRIJOL,2008A,0.91,SOMONDOCO,0.8
10,9,11,FRIJOL,2008A,1.2,LA UVITA,1.1
7,7,6,FRIJOL,2008A,0.9,GUATEQUE,0.75
5,5,10,FRIJOL,2008A,2,GARAGOA,2
3,2,1,FRIJOL,2008A,0.7,CUITIVA,0.375
2,2,3,FRIJOL,2008A,1.83,PAIPA,1.571428571
1,1,2,FRIJOL,2008A,1.5,PAJARITO,1.555555556
54,45,25,FRIJOL,2008B,0.56,SUSACON,0.555
30,29,51,FRIJOL,2008B,1.8,GUAYATA,1.765
23,20,12,FRIJOL,2008B,0.6,BERBEO,0.571666667
20,20,24,FRIJOL,2008B,1.2,CUCAITA,1.2
20,20,14,FRIJOL,2008B,0.7,TIBASOSA,0.665
8,8,6,FRIJOL,2008B,0.7,TUNUNGUA,0.8
6,6,9,FRIJOL,2008B,1.5,TUTA,1.6
5,4,7,FRIJOL,2008B,1.8,CHIQUIZA,1.755
3,3,3,FRIJOL,2008B,1,GACHANTIVA,1.005
3,3,2,FRIJOL,2008B,0.6,PUERTO BOYACA,0.742857143
2,2,3,FRIJOL,2008B,1.83,PAIPA,1.571428571
220,220,88,FRIJOL,2009A,0.4,COVARACHIA,0.45
170,154,161,FRIJOL,2009A,1.05,TASCO,0.96
120,120,96,FRIJOL,2009A,0.8,SAN MATEO,0.7705
120,120,180,FRIJOL,2009A,1.5,TIBANA,1.2245
90,90,45,FRIJOL,2009A,0.5,FLORESTA,0.572666667
40,38,30,FRIJOL,2009A,0.8,TOGUI,0.784722222
30,28,42,FRIJOL,2009A,1.5,TURMEQUE,1.42875
28,28,20,FRIJOL,2009A,0.7,GAMEZA,0.706666667
26,15,9,FRIJOL,2009A,0.63,RAMIRIQUI,0.6
24,23,24,FRIJOL,2009A,1.05,TINJACA,1.051666667
20,18,21,FRIJOL,2009A,1.15,MIRAFLORES,1.074583333
18,18,18,FRIJOL,2009A,1,CALDAS,1
15,15,8,FRIJOL,2009A,0.5,OTANCHE,0.5
15,15,8,FRIJOL,2009A,0.5,TIPACOQUE,0.5
13,12,22,FRIJOL,2009A,1.8,GUATEQUE,1.725
10,10,14,FRIJOL,2009A,1.4,NOBSA,1.4
9,8,11,FRIJOL,2009A,1.4,SUTATENZA,1.298333333
95,90,60,FRIJOL,2009B,0.66,PANQUEBA,0.656666667
70,50,25,FRIJOL,2009B,0.5,TIPACOQUE,0.445
35,25,18,FRIJOL,2009B,0.7,CIENEGA,0.7
27,26,27,FRIJOL,2009B,1.02,PAEZ,1.0025
25,24,12,FRIJOL,2009B,0.5,COPER,0.473666667
22,22,44,FRIJOL,2009B,2,GARAGOA,1.842
10,8,9,FRIJOL,2009B,1.1,TASCO,1.123333333
6,6,3,FRIJOL,2009B,0.5,GACHANTIVA,0.56
3,3,2,FRIJOL,2009B,0.8,CORRALES,0.742857143
3,3,5,FRIJOL,2009B,1.8,PAIPA,1.5
1220,712,1062,FRIJOL,2010A,1.49,SABOYA,1.72
34,32,18,FRIJOL,2010A,0.55,GUICAN,0.604791667
30,30,21,FRIJOL,2010A,0.7,CIENEGA,0.701666667
30,10,7,FRIJOL,2010A,0.7,CUITIVA,0.7
25,25,30,FRIJOL,2010A,1.2,BOYACA,1.2
22,22,13,FRIJOL,2010A,0.6,SOATA,0.593333333
15,15,17,FRIJOL,2010A,1.1,TASCO,1.084444444
12,12,11,FRIJOL,2010A,0.93,CHIVOR,0.96
9,9,14,FRIJOL,2010A,1.6,SUTATENZA,1.465
6,6,12,FRIJOL,2010A,2,GARAGOA,1.887857143
3,3,3,FRIJOL,2010A,0.9,PAZ DE RIO,1.005
2,2,4,FRIJOL,2010A,2,LA CAPILLA,1.977
200,200,200,FRIJOL,2010B,1,ZETAQUIRA,1.116666667
50,50,54,FRIJOL,2010B,1.09,RONDON,1.053571429
50,50,25,FRIJOL,2010B,0.5,SAN PABLO DE BORBUR,0.47575
40,40,32,FRIJOL,2010B,0.8,SAN MATEO,0.8075
36,33,36,FRIJOL,2010B,1.1,MIRAFLORES,1
30,30,32,FRIJOL,2010B,1.05,VIRACACHA,1.05
5,2,1,FRIJOL,2010B,0.5,BRICENO,0.375
4,4,4,FRIJOL,2010B,1,GACHANTIVA,1
3,3,6,FRIJOL,2010B,1.9,PAIPA,1.99375
300,150,30,FRIJOL,2011A,0.2,BOAVITA,0.3
235,225,90,FRIJOL,2011A,0.4,COVARACHIA,0.45
96,96,36,FRIJOL,2011A,0.37,SOCOTA,0.4
65,60,31,FRIJOL,2011A,0.51,PANQUEBA,0.591
64,52,70,FRIJOL,2011A,1.35,LABRANZAGRANDE,1.315
25,25,50,FRIJOL,2011A,2,TIBANA,2
19,18,11,FRIJOL,2011A,0.61,CIENEGA,0.6
17,15,27,FRIJOL,2011A,1.8,RAMIRIQUI,1.815
15,15,29,FRIJOL,2011A,1.9,TASCO,1.946666667
12,12,11,FRIJOL,2011A,0.93,CHIVOR,0.96
12,11,9,FRIJOL,2011A,0.8,SOMONDOCO,0.8
12,10,5,FRIJOL,2011A,0.5,ARCABUCO,0.506666667
10,8,3,FRIJOL,2011A,0.4,TUNUNGUA,0.401
9,9,11,FRIJOL,2011A,1.2,SOTAQUIRA,1.1
5,5,10,FRIJOL,2011A,2,GARAGOA,1.835
4,4,2,FRIJOL,2011A,0.7,GUACAMAYAS,0.4975
70,70,100,FRIJOL,2011B,1.43,SAN MATEO,1.382380952
30,30,60,FRIJOL,2011B,2,GARAGOA,1.8
30,25,20,FRIJOL,2011B,0.8,PANQUEBA,0.752666667
30,30,33,FRIJOL,2011B,1.1,VIRACACHA,1.05
20,20,14,FRIJOL,2011B,0.7,CUITIVA,0.7
20,15,23,FRIJOL,2011B,1.53,UMBITA,1.303055556
15,15,18,FRIJOL,2011B,1.2,SOTAQUIRA,1.208571429
15,15,20,FRIJOL,2011B,1.33,TIBANA,1.485
12,10,8,FRIJOL,2011B,0.8,TOGUI,0.738888889
10,8,12,FRIJOL,2011B,1.5,CHISCAS,1.55
10,10,10,FRIJOL,2011B,1,TIBASOSA,1.05
7,7,9,FRIJOL,2011B,1.4,NOBSA,1.414285714
6,6,9,FRIJOL,2011B,1.5,PISBA,1.6
70,50,40,FRIJOL,2012A,0.8,BUSBANZA,0.645
65,60,30,FRIJOL,2012A,0.5,PANQUEBA,0.556
55,25,30,FRIJOL,2012A,1.2,SOCHA,1.047222222
45,40,48,FRIJOL,2012A,1.2,TIBANA,1.222
21,16,17,FRIJOL,2012A,1.05,BOYACA,1.034285714
20,20,36,FRIJOL,2012A,1.8,SUTATENZA,1.8
18,15,9,FRIJOL,2012A,0.6,SATIVASUR,0.6
15,12,11,FRIJOL,2012A,0.92,BRICENO,0.96
12,11,11,FRIJOL,2012A,1,CORRALES,0.96
12,9,9,FRIJOL,2012A,1,NOBSA,1
8,8,8,FRIJOL,2012A,1,CHIVOR,1
4,4,6,FRIJOL,2012A,1.4,VIRACACHA,1.5
101,99,99,FRIJOL,2012B,1,MONIQUIRA,1
30,30,60,FRIJOL,2012B,2,CIENEGA,2
30,10,6,FRIJOL,2012B,0.6,FIRAVITOBA,0.6
24,24,36,FRIJOL,2012B,1.5,CAMPOHERMOSO,1.49
15,13,8,FRIJOL,2012B,0.6,BERBEO,0.6
10,10,15,FRIJOL,2012B,1.5,CHISCAS,1.5
10,10,6,FRIJOL,2012B,0.6,SOATA,0.6
5,5,8,FRIJOL,2012B,1.5,OTANCHE,1.55
5,4,1,FRIJOL,2012B,0.3,TUNUNGUA,0.2975
2,2,4,FRIJOL,2012B,2,CHINAVITA,1.977
2,2,2,FRIJOL,2012B,0.9,JERICO,1.165
2,2,3,FRIJOL,2012B,1.5,SOGAMOSO,1.821428571
1,1,1,FRIJOL,2012B,1.8,OICATA,0.8
150,150,45,FRIJOL,2013A,0.3,SAN PABLO DE BORBUR,0.3
70,70,56,FRIJOL,2013A,0.8,CHIQUINQUIRA,0.791666667
50,50,80,FRIJOL,2013A,1.6,TIBANA,1.652916667
42,32,26,FRIJOL,2013A,0.8,GUACAMAYAS,0.847222222
40,40,36,FRIJOL,2013A,0.9,SAN JOSE DE PARE,0.8075
35,35,35,FRIJOL,2013A,1,GAMEZA,1
35,18,21,FRIJOL,2013A,1.19,TIPACOQUE,1.11
30,30,65,FRIJOL,2013A,2.17,BOYACA,2
25,23,35,FRIJOL,2013A,1.5,CHISCAS,1.462
25,20,10,FRIJOL,2013A,0.5,PANQUEBA,0.519166667
23,23,14,FRIJOL,2013A,0.6,SOATA,0.593333333
22,11,17,FRIJOL,2013A,1.5,BETEITIVA,1.405
20,18,9,FRIJOL,2013A,0.5,CHITA,0.6
15,15,18,FRIJOL,2013A,1.2,LA UVITA,1.208571429
14,14,6,FRIJOL,2013A,0.4,PAZ DE RIO,0.499583333
11,11,19,FRIJOL,2013A,1.7,SOTAQUIRA,2.042142857
10,10,11,FRIJOL,2013A,1.15,SUTATENZA,1.025
9,9,9,FRIJOL,2013A,1.05,SUTAMARCHAN,1
8,6,4,FRIJOL,2013A,0.6,QUIPAMA,0.6
7,7,12,FRIJOL,2013A,1.7,PAIPA,1.725
5,5,4,FRIJOL,2013A,0.8,CALDAS,0.766666667
5,5,8,FRIJOL,2013A,1.5,TUTA,1.5
4,4,3,FRIJOL,2013A,0.8,VILLA DE LEYVA,0.766666667
3,3,6,FRIJOL,2013A,1.98,OICATA,1.99375
250,249,174,FRIJOL,2013B,0.7,LA CAPILLA,0.910833333
50,50,15,FRIJOL,2013B,0.3,SAN PABLO DE BORBUR,0.40297619
45,45,117,FRIJOL,2013B,2.6,GUATEQUE,2
38,38,47,FRIJOL,2013B,1.23,UMBITA,1.146
30,30,16,FRIJOL,2013B,0.53,CAMPOHERMOSO,0.550714286
30,28,25,FRIJOL,2013B,0.88,FIRAVITOBA,0.941666667
25,20,8,FRIJOL,2013B,0.4,BOAVITA,0.41875
20,20,20,FRIJOL,2013B,1.02,PAEZ,1
20,20,14,FRIJOL,2013B,0.7,RAMIRIQUI,0.7
12,10,11,FRIJOL,2013B,1.05,TINJACA,1.025
11,11,19,FRIJOL,2013B,1.7,SOTAQUIRA,1.54
5,5,5,FRIJOL,2013B,1,VILLA DE LEYVA,1
4,4,1,FRIJOL,2013B,0.4,TUNUNGUA,0.2975
200,120,36,FRIJOL,2014A,0.3,BOAVITA,0.35
70,70,165,FRIJOL,2014A,2.35,FIRAVITOBA,1.881666667
70,70,63,FRIJOL,2014A,0.9,SAN MATEO,0.920535714
65,20,16,FRIJOL,2014A,0.8,BUSBANZA,0.78625
65,60,48,FRIJOL,2014A,0.8,GUACAMAYAS,0.79
30,30,36,FRIJOL,2014A,1.2,CHISCAS,1.2
23,20,32,FRIJOL,2014A,1.6,ZETAQUIRA,1.573571429
20,18,7,FRIJOL,2014A,0.4,CHITA,0.41875
17,16,14,FRIJOL,2014A,0.9,BRICENO,0.8
15,15,15,FRIJOL,2014A,1,JENESANO,1.01
15,13,10,FRIJOL,2014A,0.8,PISBA,0.8
14,14,13,FRIJOL,2014A,0.9,PAZ DE RIO,0.985
10,9,5,FRIJOL,2014A,0.6,SOATA,0.502
10,10,17,FRIJOL,2014A,1.7,SOTAQUIRA,1.6
9,9,12,FRIJOL,2014A,1.3,GAMEZA,1.271666667
8,8,11,FRIJOL,2014A,1.4,TOGUI,1.298333333
5,5,7,FRIJOL,2014A,1.4,VIRACACHA,1.472916667
3,3,2,FRIJOL,2014A,0.66,VILLA DE LEYVA,0.6175
3,3,5,FRIJOL,2014A,1.5,SOGAMOSO,1.5
3,3,1,FRIJOL,2014A,0.4,TUNUNGUA,0.377857143
2,1,2,FRIJOL,2014A,2,OICATA,1.215
1,1,1,FRIJOL,2014A,0.9,LA VICTORIA,0.95
57,54,84,FRIJOL,2014B,1.56,TIBANA,1.613666667
45,43,86,FRIJOL,2014B,2,MACANAL,1.85
30,30,24,FRIJOL,2014B,0.8,NUEVO COLON,0.891666667
29,29,41,FRIJOL,2014B,1.43,ZETAQUIRA,1.42875
28,28,50,FRIJOL,2014B,1.8,GARAGOA,1.765
27,25,24,FRIJOL,2014B,0.95,COPER,0.925
20,20,32,FRIJOL,2014B,1.6,ALMEIDA,1.573571429
20,18,14,FRIJOL,2014B,0.8,MIRAFLORES,0.7
12,10,12,FRIJOL,2014B,1.2,TINJACA,1.12
10,9,7,FRIJOL,2014B,0.85,BRICENO,0.9275
8,8,8,FRIJOL,2014B,1,SOCOTA,1
4,4,2,FRIJOL,2014B,0.53,TUTA,0.4
2,2,2,FRIJOL,2014B,0.9,PACHAVITA,0.9
150,100,20,FRIJOL,2015A,0.2,COVARACHIA,0.4
80,40,80,FRIJOL,2015A,2,SIACHOQUE,1.358333333
30,30,36,FRIJOL,2015A,1.2,CHISCAS,1.2
20,20,8,FRIJOL,2015A,0.4,CHITA,0.41875
20,19,34,FRIJOL,2015A,1.8,GUATEQUE,1.701666667
15,15,15,FRIJOL,2015A,1,CHIVOR,1.01
10,10,10,FRIJOL,2015A,1,SUSACON,1
8,8,6,FRIJOL,2015A,0.8,GARAGOA,0.8
8,6,4,FRIJOL,2015A,0.6,QUIPAMA,0.6
8,8,11,FRIJOL,2015A,1.4,TOGUI,1.298333333
5,5,5,FRIJOL,2015A,1,ARCABUCO,0.96
5,3,2,FRIJOL,2015A,0.6,CALDAS,0.658333333
4,4,5,FRIJOL,2015A,1.3,CHINAVITA,1.310833333
4,3,4,FRIJOL,2015A,1.4,SANTA ROSA DE VITERBO,1.292
3,3,4,FRIJOL,2015A,1.5,LA CAPILLA,1.292
3,3,4,FRIJOL,2015A,1.5,TENZA,1.292
3,2,2,FRIJOL,2015A,0.8,LA VICTORIA,0.975
160,160,48,FRIJOL,2015B,0.3,SAN PABLO DE BORBUR,0.3
70,70,56,FRIJOL,2015B,0.8,SAN MATEO,0.791666667
60,55,66,FRIJOL,2015B,1.2,LABRANZAGRANDE,1.265
45,45,54,FRIJOL,2015B,1.2,TASCO,1.15
25,25,38,FRIJOL,2015B,1.5,CAMPOHERMOSO,1.4925
20,20,36,FRIJOL,2015B,1.8,BOYACA,1.8
20,20,40,FRIJOL,2015B,2,RONDON,2
17,16,16,FRIJOL,2015B,1,PACHAVITA,1.028777778
10,7,12,FRIJOL,2015B,1.72,BUENAVISTA,1.725
10,10,10,FRIJOL,2015B,1,CHISCAS,1
9,7,14,FRIJOL,2015B,2,CHINAVITA,2.123333333
8,6,12,FRIJOL,2015B,2,TINJACA,1.765357143
7,6,9,FRIJOL,2015B,1.5,PAYA,1.47
3,3,4,FRIJOL,2015B,1.4,SANTA ROSA DE VITERBO,1.292
2,2,3,FRIJOL,2015B,1.7,SUSACON,1.571428571
2,2,3,FRIJOL,2015B,1.5,SUTAMARCHAN,1.571428571
130,130,195,FRIJOL,2016A,1.5,ZETAQUIRA,1.1675
120,100,50,FRIJOL,2016A,0.5,SAN PABLO DE BORBUR,0.499166667
50,20,16,FRIJOL,2016A,0.8,BUSBANZA,0.80375
35,35,35,FRIJOL,2016A,1,SOCOTA,1
32,32,38,FRIJOL,2016A,1.2,CIENEGA,1.2725
20,20,20,FRIJOL,2016A,1,CHITARAQUE,1.05
20,18,13,FRIJOL,2016A,0.7,EL ESPINO,0.678333333
20,20,20,FRIJOL,2016A,1,SANTANA,1.05
16,14,4,FRIJOL,2016A,0.3,SATIVANORTE,0.368333333
12,8,6,FRIJOL,2016A,0.78,SAN MIGUEL DE SEMA,0.75
10,8,8,FRIJOL,2016A,1,JERICO,1
8,7,10,FRIJOL,2016A,1.4,TOGUI,1.472916667
5,5,5,FRIJOL,2016A,1,ARCABUCO,1
4,4,6,FRIJOL,2016A,1.5,TENZA,1.5
2,2,1,FRIJOL,2016A,0.4,PISBA,0.599166667
263,198,158,FRIJOL,2016B,0.8,COVARACHIA,0.808125
90,90,72,FRIJOL,2016B,0.8,CHIQUINQUIRA,0.75
50,49,74,FRIJOL,2016B,1.5,GUAYATA,1.499166667
43,43,68,FRIJOL,2016B,1.58,TIBANA,1.659166667
29,29,58,FRIJOL,2016B,2,SUTATENZA,1.965
20,20,40,FRIJOL,2016B,2,RAMIRIQUI,2
15,15,18,FRIJOL,2016B,1.2,CHISCAS,1.208571429
12,11,17,FRIJOL,2016B,1.5,SOMONDOCO,1.391666667
9,9,9,FRIJOL,2016B,1,CHIVOR,1
8,7,4,FRIJOL,2016B,0.6,BERBEO,0.6
5,5,5,FRIJOL,2016B,1,ARCABUCO,1.0375
3,3,6,FRIJOL,2016B,2,SORA,1.99375
2,2,3,FRIJOL,2016B,1.7,OTANCHE,1.671428571
2,2,4,FRIJOL,2016B,2,SUTAMARCHAN,1.977
2,1,1,FRIJOL,2016B,0.5,PAUNA,0.71375
99,99,99,FRIJOL,2017A,1,MONIQUIRA,1
50,50,40,FRIJOL,2017A,0.8,SAN MATEO,0.865
50,42,25,FRIJOL,2017A,0.6,SAN PABLO DE BORBUR,0.555
30,30,52,FRIJOL,2017A,1.75,CHISCAS,1.765
30,30,42,FRIJOL,2017A,1.4,CIENEGA,1.42875
30,30,42,FRIJOL,2017A,1.4,JENESANO,1.42875
27,25,21,FRIJOL,2017A,0.83,COPER,0.77
23,23,32,FRIJOL,2017A,1.4,GUICAN,1.422
20,18,18,FRIJOL,2017A,1,CHIQUIZA,1
16,14,16,FRIJOL,2017A,1.15,SOGAMOSO,1.114333333
16,12,19,FRIJOL,2017A,1.61,CHINAVITA,1.481428571
13,12,12,FRIJOL,2017A,0.97,SAN EDUARDO,1.015
11,8,8,FRIJOL,2017A,1,SAN MIGUEL DE SEMA,1
10,10,7,FRIJOL,2017A,0.68,SUSACON,0.755
8,8,8,FRIJOL,2017A,1.05,MUZO,1
8,8,20,FRIJOL,2017A,2.45,PAJARITO,1.982857143
8,4,6,FRIJOL,2017A,1.4,SATIVASUR,1.425
6,6,6,FRIJOL,2017A,1.05,LA CAPILLA,1.06
5,5,5,FRIJOL,2017A,1,EL COCUY,1
5,5,5,FRIJOL,2017A,1,VIRACACHA,1
128,127,127,FRIJOL,2017B,1,PACHAVITA,1.1
120,100,50,FRIJOL,2017B,0.5,COVARACHIA,0.499166667
110,110,115,FRIJOL,2017B,1.05,TENZA,1.03625
60,51,31,FRIJOL,2017B,0.6,SAN PABLO DE BORBUR,0.645
50,50,40,FRIJOL,2017B,0.8,SAN MATEO,0.865
42,42,52,FRIJOL,2017B,1.24,TIBANA,1.28325
30,30,41,FRIJOL,2017B,1.4,SAN EDUARDO,1.42875
22,22,23,FRIJOL,2017B,1.05,RONDON,1.051666667
20,18,18,FRIJOL,2017B,1,CHIQUIZA,1.00625
20,20,28,FRIJOL,2017B,1.4,RAMIRIQUI,1.5
20,18,18,FRIJOL,2017B,1,TURMEQUE,1.00625
6,5,5,FRIJOL,2017B,1,TINJACA,0.965
5,4,3,FRIJOL,2017B,0.8,TUNUNGUA,0.705714286
5,5,5,FRIJOL,2017B,1,VIRACACHA,0.9475
4,4,3,FRIJOL,2017B,0.7,SUSACON,0.766666667
300,300,378,FRIJOL,2018A,1.26,LA CAPILLA,1.40625
150,150,150,FRIJOL,2018A,1,PACHAVITA,0.9925
80,80,84,FRIJOL,2018A,1.05,SOATA,1.04875
51,51,42,FRIJOL,2018A,0.82,BUSBANZA,0.81
50,50,40,FRIJOL,2018A,0.8,SAN MATEO,0.865
45,45,45,FRIJOL,2018A,1,COPER,1
40,40,40,FRIJOL,2018A,1,CALDAS,1
40,40,40,FRIJOL,2018A,1,SOCOTA,1
35,35,14,FRIJOL,2018A,0.4,BOAVITA,0.40297619
35,35,49,FRIJOL,2018A,1.4,CIENEGA,1.534583333
26,26,27,FRIJOL,2018A,1.04,BUENAVISTA,1.0025
25,25,25,FRIJOL,2018A,1,SANTANA,1.006666667
24,24,30,FRIJOL,2018A,1.26,BELEN,1.12
23,23,26,FRIJOL,2018A,1.11,GARAGOA,1.12
20,20,21,FRIJOL,2018A,1.05,RONDON,1.05
20,20,10,FRIJOL,2018A,0.5,SAN MIGUEL DE SEMA,0.475
18,18,18,FRIJOL,2018A,1,LA UVITA,1
10,10,14,FRIJOL,2018A,1.4,LA VICTORIA,1.4
9,9,9,FRIJOL,2018A,1,CORRALES,1.0375
8,8,9,FRIJOL,2018A,1.14,SOCHA,1.123333333
6,6,7,FRIJOL,2018A,1.2,JERICO,1.197857143
5,5,5,FRIJOL,2018A,1,ARCABUCO,0.98
5,5,5,FRIJOL,2018A,1,VIRACACHA,0.98
4,4,5,FRIJOL,2018A,1.3,PAIPA,1.310833333
2,2,1,FRIJOL,2018A,0.4,PAUNA,0.599166667
9,9,9,FRIJOL,2015B,1,SAN EDUARDO,1
8,8,6,FRIJOL,2017A,0.7,CHIVOR,0.8
5,4,3,FRIJOL,2015A,0.8,SOMONDOCO,0.705714286
1674,1650,23100,PAPA,2006B,14,SIACHOQUE,15.95916667
550,530,8500,PAPA,2006B,16.04,SAMACA,16
480,450,8500,PAPA,2006B,18.89,SABOYA,18.948
450,430,5500,PAPA,2006B,12.79,MONGUI,13.5
245,230,3680,PAPA,2006B,16,GAMEZA,15.7
131,79,1152,PAPA,2006B,14.66,RAMIRIQUI,13.4
100,100,1500,PAPA,2006B,15,GUICAN,14.975
80,80,800,PAPA,2006B,10,TUTA,10
60,60,800,PAPA,2006B,13.33,TIBASOSA,13.06875
50,45,700,PAPA,2006B,15.56,LA UVITA,16.25
40,40,625,PAPA,2006B,15.63,CUITIVA,16.42
30,30,375,PAPA,2006B,12.5,BETEITIVA,13.89285714
30,30,330,PAPA,2006B,11,GUACAMAYAS,11
10,10,120,PAPA,2006B,12,IZA,11.8125
7,4,25,PAPA,2006B,6.25,RONDON,6
6,6,68,PAPA,2006B,11.4,GARAGOA,12
3,3,30,PAPA,2006B,10,TIPACOQUE,9.578571429
1,1,3,PAPA,2006B,3,SACHICA,8.25
280,140,1960,PAPA,2007A,14,TURMEQUE,12.3625
200,200,2000,PAPA,2007A,10,SORA,10
190,190,1930,PAPA,2007A,10.16,CHIQUINQUIRA,10.75
130,130,2600,PAPA,2007A,20,PANQUEBA,19.165
127,102,1224,PAPA,2007A,12,CHIVATA,12
122,122,1790,PAPA,2007A,14.67,RAMIRIQUI,15.7875
20,20,160,PAPA,2007A,8,SATIVASUR,8.533
15,15,113,PAPA,2007A,7.5,CHINAVITA,7.0275
12,12,96,PAPA,2007A,8,SOMONDOCO,8
1,1,3,PAPA,2007A,3,SACHICA,8.25
674,674,14154,PAPA,2007B,21,VIRACACHA,20.99291667
625,591,7445,PAPA,2007B,12.6,SABOYA,12.5
360,360,4920,PAPA,2007B,13.67,MOTAVITA,14.39
300,205,1850,PAPA,2007B,9.02,CIENEGA,9.2645
240,240,3600,PAPA,2007B,15,UMBITA,14.72
180,180,2700,PAPA,2007B,15,TURMEQUE,14.5
121,118,1180,PAPA,2007B,10,SOCHA,12
80,75,900,PAPA,2007B,12,TASCO,12.11428571
60,60,625,PAPA,2007B,10.42,CUITIVA,10
50,45,270,PAPA,2007B,6,LA UVITA,6.025
30,30,350,PAPA,2007B,11.67,PAUNA,11.945
30,28,448,PAPA,2007B,16,SATIVANORTE,15
25,25,72,PAPA,2007B,2.94,TINJACA,4.165
18,18,110,PAPA,2007B,6.11,SATIVASUR,6.346
7,7,56,PAPA,2007B,8,SOMONDOCO,8
1600,1600,25300,PAPA,2008A,15.81,PESCA,15.95916667
1500,1100,34000,PAPA,2008A,30.91,TUTAZA,30
1300,1200,18560,PAPA,2008A,15.47,SAMACA,17.33857143
1100,1100,23600,PAPA,2008A,21.45,SORACA,20.67742424
900,300,4500,PAPA,2008A,15,MONGUI,12.63333333
650,591,7445,PAPA,2008A,12.6,SABOYA,12.5
500,500,7000,PAPA,2008A,14,EL COCUY,15
180,180,2700,PAPA,2008A,15,TURMEQUE,14.5
100,100,2000,PAPA,2008A,20,CHISCAS,19.86333333
94,94,1120,PAPA,2008A,11.91,VILLA DE LEYVA,11.83333333
40,40,480,PAPA,2008A,12,MONGUA,12
28,28,340,PAPA,2008A,12.14,PANQUEBA,12.307
20,18,146,PAPA,2008A,8.11,CHINAVITA,8.866333333
1200,1100,17240,PAPA,2008B,15.67,TUNJA,16.11475
750,750,16400,PAPA,2008B,21.87,VIRACACHA,22.67333333
600,600,7200,PAPA,2008B,12,SOGAMOSO,12.2
393,390,4680,PAPA,2008B,12,CHIVATA,11.175
360,360,6480,PAPA,2008B,18,BELEN,17.76833333
330,330,4950,PAPA,2008B,15,GAMEZA,15.042
230,230,2990,PAPA,2008B,13,MONGUA,12
80,80,1000,PAPA,2008B,12.5,SORA,11.92666667
40,38,532,PAPA,2008B,14,SANTA ROSA DE VITERBO,13.3
21,21,236,PAPA,2008B,11.24,PANQUEBA,11.5
9,9,100,PAPA,2008B,11.11,SAN MIGUEL DE SEMA,10
2000,2000,24000,PAPA,2009A,12,VENTAQUEMADA,13.45366667
510,510,9020,PAPA,2009A,17.69,MOTAVITA,18.948
400,400,12000,PAPA,2009A,30,AQUITANIA,27.32333333
150,147,1470,PAPA,2009A,10,MONGUA,9.905
70,70,1400,PAPA,2009A,20,CUITIVA,20
40,35,420,PAPA,2009A,12,JERICO,11.875
27,27,278,PAPA,2009A,10.3,GUACAMAYAS,10.63
18,18,126,PAPA,2009A,7,SATIVASUR,7.991333333
10,9,120,PAPA,2009A,13.17,IZA,11.8125
8,7,40,PAPA,2009A,5.93,CORRALES,6.133333333
5,5,60,PAPA,2009A,12,SAN MIGUEL DE SEMA,11
2,2,10,PAPA,2009A,5,BUSBANZA,6
2,2,11,PAPA,2009A,7,GUATEQUE,6
620,540,6300,PAPA,2009B,11.67,TOCA,11.45
320,280,3640,PAPA,2009B,13,CIENEGA,13.39583333
250,250,3500,PAPA,2009B,14,EL COCUY,14.22
200,180,2700,PAPA,2009B,15,UMBITA,14.5
180,170,2950,PAPA,2009B,17.35,TUTAZA,17.16857143
