area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
18,16,17,FRIJOL,2017B,1.05,NOBSA,1
11,9,12,FRIJOL,2017B,1.4,CHINAVITA,1.315
10,10,10,FRIJOL,2017B,1,SAN JOSE DE PARE,1
8,6,4,FRIJOL,2017B,0.6,BERBEO,0.6
8,6,7,FRIJOL,2017B,1.2,JERICO,1.07
5,5,5,FRIJOL,2017B,1,ARCABUCO,1
3,3,2,FRIJOL,2017B,0.5,SAN MIGUEL DE SEMA,0.68375
270,270,378,FRIJOL,2018A,1.4,MACANAL,1.380714286
199,199,190,FRIJOL,2018A,0.95,TIPACOQUE,0.989285714
60,60,60,FRIJOL,2018A,1,CAMPOHERMOSO,0.9
52,52,43,FRIJOL,2018A,0.82,GUACAMAYAS,0.779166667
40,40,40,FRIJOL,2018A,1,TURMEQUE,1
30,30,30,FRIJOL,2018A,1,CHITARAQUE,1
30,30,67,FRIJOL,2018A,2.24,MIRAFLORES,2.085
24,24,29,FRIJOL,2018A,1.23,TIBANA,1.2985
21,21,9,FRIJOL,2018A,0.41,CHITA,0.485
20,20,28,FRIJOL,2018A,1.4,RAMIRIQUI,1.4
20,20,20,FRIJOL,2018A,1,SAN JOSE DE PARE,1
20,20,24,FRIJOL,2018A,1.19,UMBITA,1.2
15,15,15,FRIJOL,2018A,1.02,PAEZ,1.004
13,13,14,FRIJOL,2018A,1.05,SOMONDOCO,1.079285714
10,10,7,FRIJOL,2018A,0.71,PANQUEBA,0.7
9,9,22,FRIJOL,2018A,2.49,PAJARITO,2.165
6,6,6,FRIJOL,2018A,1.04,EL COCUY,1.0475
5,5,4,FRIJOL,2018A,0.8,TUNUNGUA,0.75
50,50,52,FRIJOL,2017A,1.05,FIRAVITOBA,1.055
2,2,2,FRIJOL,2017A,1.05,GUACAMAYAS,0.965
1000,970,22000,PAPA,2006B,22.68,TUTAZA,26.13533333
400,350,9800,PAPA,2006B,28,SORACA,21.945
374,350,5250,PAPA,2006B,15,VIRACACHA,14.878
320,190,2425,PAPA,2006B,12.76,TURMEQUE,13.16666667
300,300,4800,PAPA,2006B,16,PESCA,15
241,241,3120,PAPA,2006B,12.95,SOCOTA,13.753
220,220,5500,PAPA,2006B,25,ARCABUCO,25
100,100,1400,PAPA,2006B,14,JENESANO,13.875
100,100,950,PAPA,2006B,9.5,SORA,8.166666667
75,75,750,PAPA,2006B,10,RAQUIRA,10.25
74,60,900,PAPA,2006B,15,OICATA,13.5
58,56,560,PAPA,2006B,10,CERINZA,10
18,18,200,PAPA,2006B,11.11,TOPAGA,11.11
10,10,150,PAPA,2006B,15,EL ESPINO,15
1850,1740,21000,PAPA,2007A,12.07,SIACHOQUE,15.2005
850,850,10200,PAPA,2007A,12,SOGAMOSO,12.75
771,763,16226,PAPA,2007A,21.27,CHIQUIZA,21.687
521,500,9500,PAPA,2007A,19,COMBITA,18.981
325,305,4600,PAPA,2007A,15.08,SOTAQUIRA,15
300,205,1850,PAPA,2007A,9.02,CIENEGA,8.838333333
300,250,2500,PAPA,2007A,10,TUTA,11.85
250,250,2850,PAPA,2007A,11.4,CALDAS,11.85
230,225,2925,PAPA,2007A,13,MONGUA,11.035
220,220,5500,PAPA,2007A,25,ARCABUCO,25
150,150,2750,PAPA,2007A,18.33,CHISCAS,20
80,65,845,PAPA,2007A,13,DUITAMA,12
80,80,1120,PAPA,2007A,14,JENESANO,15
60,57,980,PAPA,2007A,17.19,CERINZA,15
60,60,900,PAPA,2007A,15,NUEVO COLON,15
60,60,800,PAPA,2007A,13.33,TIBASOSA,12.46642857
60,60,720,PAPA,2007A,12,VILLA DE LEYVA,12.46642857
50,45,680,PAPA,2007A,15.11,LA UVITA,14.25
41,37,959,PAPA,2007A,26,PACHAVITA,27
30,30,375,PAPA,2007A,12.5,BETEITIVA,13.73333333
20,20,300,PAPA,2007A,15,BUENAVISTA,15
20,20,400,PAPA,2007A,20,PAUNA,20.14285714
20,18,220,PAPA,2007A,12.22,TOPAGA,11
6,6,96,PAPA,2007A,16,EL ESPINO,15.1
2,1,4,PAPA,2007A,4,SOATA,4.878571429
1800,1800,27000,PAPA,2007B,15,TOCA,17.5
1500,783,5525,PAPA,2007B,7.06,SAMACA,9
1100,800,24000,PAPA,2007B,30,TUTAZA,21.155
510,200,2400,PAPA,2007B,12,CUCAITA,12
250,250,3500,PAPA,2007B,14,EL COCUY,14.11
230,230,2760,PAPA,2007B,12,MONGUA,12.7
80,70,840,PAPA,2007B,12,JERICO,12
75,70,980,PAPA,2007B,14,JENESANO,12
45,45,675,PAPA,2007B,15,BUENAVISTA,14.89
40,38,1140,PAPA,2007B,30,SUSACON,24.56166667
40,40,532,PAPA,2007B,13.3,TIBASOSA,13.32
15,15,100,PAPA,2007B,6.67,TOPAGA,7
8,8,80,PAPA,2007B,10,SOATA,10.10625
4,4,80,PAPA,2007B,20,PAJARITO,20
1380,1350,23000,PAPA,2008A,17.04,SIACHOQUE,19.08916667
130,130,1170,PAPA,2008A,9,CHIQUINQUIRA,10.16666667
113,110,1100,PAPA,2008A,10,SOCHA,10.955
90,90,990,PAPA,2008A,11,PAIPA,11
90,85,1020,PAPA,2008A,12,TASCO,11.955
82,82,1230,PAPA,2008A,15,SOCOTA,16.36666667
40,38,1140,PAPA,2008A,30,SUSACON,24.56166667
20,20,160,PAPA,2008A,8,LABRANZAGRANDE,8.128333333
18,18,110,PAPA,2008A,6.11,SATIVASUR,6.759166667
10,10,150,PAPA,2008A,15,EL ESPINO,17.5
4,4,80,PAPA,2008A,20,PAJARITO,20
1,1,10,PAPA,2008A,10,SACHICA,10
1800,1800,26900,PAPA,2008B,14.94,TOCA,17.5
1000,1000,30000,PAPA,2008B,30,TUTAZA,30.982
400,400,5000,PAPA,2008B,12.5,MONGUI,12.54625
252,252,3812,PAPA,2008B,15.13,SOTAQUIRA,15.19214286
100,100,1800,PAPA,2008B,18,CHITA,18
90,90,1040,PAPA,2008B,11.56,VILLA DE LEYVA,11
80,60,565,PAPA,2008B,9.42,FIRAVITOBA,10
74,74,1050,PAPA,2008B,14.19,SOCOTA,15.375
70,70,840,PAPA,2008B,12,TASCO,12
60,60,650,PAPA,2008B,10.83,CUITIVA,10
50,42,588,PAPA,2008B,14,JENESANO,14.79166667
30,30,390,PAPA,2008B,13,DUITAMA,15
30,30,480,PAPA,2008B,16,SATIVANORTE,15.5
20,20,425,PAPA,2008B,21.25,IZA,21.16666667
15,15,110,PAPA,2008B,7.33,TOPAGA,7.865
15,15,199,PAPA,2008B,13.66,NOBSA,13.42083333
13,13,195,PAPA,2008B,15,EL ESPINO,13.005
12,12,132,PAPA,2008B,11,GARAGOA,11.2
9,9,81,PAPA,2008B,9,SOATA,9.90625
8,8,160,PAPA,2008B,20,PACHAVITA,19.16666667
7,7,56,PAPA,2008B,8,SOMONDOCO,7.9
5,5,15,PAPA,2008B,3,BETEITIVA,3.966666667
2720,2330,38290,PAPA,2009A,16.43,SIACHOQUE,19.4875
1350,1290,25220,PAPA,2009A,19.55,CHIQUIZA,20
1200,1100,23392,PAPA,2009A,21.27,ARCABUCO,20
600,450,5400,PAPA,2009A,12,CUCAITA,12
200,200,3600,PAPA,2009A,18,CHITA,18
150,150,1800,PAPA,2009A,12,BOYACA,12.0625
80,75,375,PAPA,2009A,5,SOCOTA,7.028571429
43,40,494,PAPA,2009A,12.35,PANQUEBA,12
40,38,494,PAPA,2009A,13,DUITAMA,14
35,35,525,PAPA,2009A,15,TURMEQUE,14.83333333
6,6,90,PAPA,2009A,15,GACHANTIVA,15.1
3,3,31,PAPA,2009A,10.3,ALMEIDA,10
3700,3700,95450,PAPA,2009B,25.8,TUNJA,25.79333333
2550,2450,43250,PAPA,2009B,17.65,SIACHOQUE,20
2300,1200,13080,PAPA,2009B,10.9,VENTAQUEMADA,12.0375
520,430,9900,PAPA,2009B,23.02,SABOYA,20
390,390,6900,PAPA,2009B,17.69,MOTAVITA,17.7775
350,325,8125,PAPA,2009B,25,AQUITANIA,22.5
320,320,4800,PAPA,2009B,15,GAMEZA,15
270,260,4850,PAPA,2009B,18.65,COMBITA,15.97875
250,250,4500,PAPA,2009B,18,BELEN,17.50375
250,200,2400,PAPA,2009B,12,CUCAITA,12
250,250,3000,PAPA,2009B,12,OICATA,13.11
200,195,1950,PAPA,2009B,10,MONGUA,10.06833333
190,185,2831,PAPA,2009B,15.3,FIRAVITOBA,15
170,162,2195,PAPA,2009B,13.55,GUICAN,13.35
136,136,1620,PAPA,2009B,11.91,VILLA DE LEYVA,11.62
100,100,1400,PAPA,2009B,14,CHISCAS,13.875
100,100,950,PAPA,2009B,9.5,SORA,8.166666667
100,100,1500,PAPA,2009B,15,TOTA,15.333
80,70,840,PAPA,2009B,12,TASCO,12
53,51,652,PAPA,2009B,12.78,PANQUEBA,12.25
50,45,360,PAPA,2009B,8,TUTA,9.75
40,40,532,PAPA,2009B,13.3,TIBASOSA,13.32
30,30,210,PAPA,2009B,7,SATIVANORTE,6
25,25,225,PAPA,2009B,9,SANTA SOFIA,9.5
17,15,120,PAPA,2009B,8,CHINAVITA,7.75
2050,2050,24600,PAPA,2010A,12,VENTAQUEMADA,11.90833333
1500,1300,22360,PAPA,2010A,17.2,CHIQUIZA,20
1280,1000,21300,PAPA,2010A,21.3,TUTAZA,20
700,700,14000,PAPA,2010A,20,SORACA,20.636
350,350,5250,PAPA,2010A,15,GAMEZA,14.878
250,200,4000,PAPA,2010A,20,UMBITA,18.105
190,185,2831,PAPA,2010A,15.3,FIRAVITOBA,15
120,120,2200,PAPA,2010A,18.33,JERICO,17.8285
90,80,960,PAPA,2010A,12,TASCO,11.25
80,70,980,PAPA,2010A,14,CHIQUINQUIRA,11.25
62,62,620,PAPA,2010A,10,FLORESTA,10
36,36,710,PAPA,2010A,20,IZA,18.03
15,15,225,PAPA,2010A,15,PAZ DE RIO,14.92083333
10,10,200,PAPA,2010A,20,PACHAVITA,15.5
8,8,42,PAPA,2010A,5,BUSBANZA,5.5
8,8,40,PAPA,2010A,5,GUACAMAYAS,5.0275
5,5,75,PAPA,2010A,15,BETEITIVA,15.1
1800,1620,23880,PAPA,2010B,14.74,SIACHOQUE,15.2005
1050,970,11515,PAPA,2010B,11.87,TOCA,12
400,400,10000,PAPA,2010B,25,COMBITA,20
100,100,1500,PAPA,2010B,15,TOTA,15.333
75,75,1125,PAPA,2010B,15,SUTAMARCHAN,15
50,50,750,PAPA,2010B,15,PESCA,15
46,46,288,PAPA,2010B,6.26,VILLA DE LEYVA,6.09
40,40,532,PAPA,2010B,13.3,TIBASOSA,13.32
20,18,234,PAPA,2010B,13,DUITAMA,13.5
15,15,300,PAPA,2010B,20,PACHAVITA,18.36666667
15,15,30,PAPA,2010B,2,SATIVASUR,1.1875
8,8,60,PAPA,2010B,8,SOMONDOCO,7.39
7,7,84,PAPA,2010B,12,SAN MIGUEL DE SEMA,12.375
2,2,30,PAPA,2010B,15,BETEITIVA,10
1900,1800,22000,PAPA,2011A,12.22,VENTAQUEMADA,15.0775
1000,250,8000,PAPA,2011A,32,TUTAZA,31.33333333
927,922,20480,PAPA,2011A,22.21,SABOYA,26.13533333
800,700,8400,PAPA,2011A,12,SOGAMOSO,12.29166667
350,250,3850,PAPA,2011A,15.4,UMBITA,15.19214286
300,250,3000,PAPA,2011A,12,CUCAITA,13.11
211,211,2528,PAPA,2011A,12,JENESANO,12.86666667
126,126,2318,PAPA,2011A,18.33,JERICO,17.8285
99,93,1848,PAPA,2011A,19.77,MONGUI,18.92333333
97,96,1243,PAPA,2011A,12.91,CERINZA,12.25
84,63,758,PAPA,2011A,12,VILLA DE LEYVA,11.265
74,74,1253,PAPA,2011A,17,PESCA,18.1
43,42,1871,PAPA,2011A,44.55,TURMEQUE,29.94875
21,21,316,PAPA,2011A,15,GACHANTIVA,13.875
13,13,91,PAPA,2011A,7,ALMEIDA,8
10,10,60,PAPA,2011A,6,EL ESPINO,6.066666667
3140,3140,77150,PAPA,2011B,24.57,TUNJA,23.59
1000,874,19102,PAPA,2011B,21.86,SABOYA,20
400,400,4800,PAPA,2011B,12,CUCAITA,11.04
300,240,3600,PAPA,2011B,15,COMBITA,14
158,158,1896,PAPA,2011B,12,JENESANO,12.0625
126,126,2315,PAPA,2011B,18.33,JERICO,17.8285
105,95,1705,PAPA,2011B,18,CHITA,16.5
105,105,1575,PAPA,2011B,15,TOTA,15.97625
84,79,1027,PAPA,2011B,13,TASCO,12.58333333
70,70,1400,PAPA,2011B,20,SUTAMARCHAN,20
70,70,350,PAPA,2011B,5,TIBANA,7.028571429
53,53,954,PAPA,2011B,18,RAMIRIQUI,18
32,26,260,PAPA,2011B,10,PAUNA,9.5
30,25,300,PAPA,2011B,12,TUTA,10
25,25,300,PAPA,2011B,12,NUEVO COLON,10.875
8,8,126,PAPA,2011B,15,PAZ DE RIO,15
2,2,30,PAPA,2011B,15,BETEITIVA,10
3000,3000,36000,PAPA,2012A,12,SIACHOQUE,21.9875
600,540,7695,PAPA,2012A,14.25,MOTAVITA,12.41071429
400,400,6000,PAPA,2012A,15,TOTA,15.5
250,250,4025,PAPA,2012A,16.1,VIRACACHA,16.64214286
190,185,2831,PAPA,2012A,15.3,FIRAVITOBA,15
180,180,2160,PAPA,2012A,12,JENESANO,12
107,107,1926,PAPA,2012A,18,RAMIRIQUI,18
95,90,1080,PAPA,2012A,12,GUICAN,12
12,12,90,PAPA,2012A,7.5,ALMEIDA,8
12,12,132,PAPA,2012A,11,GARAGOA,11.2
8,6,90,PAPA,2012A,15,CERINZA,15.1
5,5,50,PAPA,2012A,10,SOATA,10
2,2,24,PAPA,2012A,12,PAJARITO,10.2875
1000,1000,10000,PAPA,2012B,10,TOCA,11.25
600,600,10800,PAPA,2012B,18,COMBITA,17.1675
500,420,4700,PAPA,2012B,11.19,MOTAVITA,12.10625
500,500,15000,PAPA,2012B,30,TUTAZA,26.45142857
250,250,3000,PAPA,2012B,12,EL COCUY,13.11
80,80,800,PAPA,2012B,10,RAQUIRA,10.20625
80,80,1440,PAPA,2012B,18,SUTAMARCHAN,18
53,53,954,PAPA,2012B,18,RAMIRIQUI,18
40,40,480,PAPA,2012B,12,CUITIVA,12
32,32,192,PAPA,2012B,6,GUACAMAYAS,6
10,10,130,PAPA,2012B,13,GARAGOA,13.2525
2,2,13,PAPA,2012B,7,GUATEQUE,6
3200,3200,64000,PAPA,2013A,20,TUNJA,16
1430,1430,41470,PAPA,2013A,29,SABOYA,30
1052,900,18000,PAPA,2013A,20,ARCABUCO,20.35
850,850,15300,PAPA,2013A,18,BELEN,17.757
450,450,6750,PAPA,2013A,15,OICATA,15.5
300,280,3920,PAPA,2013A,14,NUEVO COLON,16.06714286
270,270,3375,PAPA,2013A,12.5,CIENEGA,12.25
220,180,3600,PAPA,2013A,20,SAN MIGUEL DE SEMA,18
200,180,2160,PAPA,2013A,12,CHITA,12
194,194,2328,PAPA,2013A,12,CALDAS,12
110,90,1170,PAPA,2013A,13,GUICAN,12.89333333
94,94,1862,PAPA,2013A,19.78,MONGUI,20.84125
80,80,1200,PAPA,2013A,15,PAIPA,15
60,50,500,PAPA,2013A,10,FLORESTA,10.08
60,60,480,PAPA,2013A,8,TASCO,7.028571429
40,40,400,PAPA,2013A,10,CUITIVA,10
35,35,630,PAPA,2013A,18,IZA,16.063
5,5,50,PAPA,2013A,10,SOATA,10
1700,1600,32000,PAPA,2013B,20,TUNJA,22.147
980,560,11200,PAPA,2013B,20,ARCABUCO,18.725
390,380,6460,PAPA,2013B,17,VIRACACHA,17.7775
360,360,5760,PAPA,2013B,16,SOTAQUIRA,16
270,260,3120,PAPA,2013B,12,MONGUA,12.25
230,190,3800,PAPA,2013B,20,SAN MIGUEL DE SEMA,20
200,200,4000,PAPA,2013B,20,BOYACA,20.235
150,150,3750,PAPA,2013B,25,TIBANA,25.00333333
100,95,1140,PAPA,2013B,12,CHITA,12.5
100,95,1140,PAPA,2013B,12,SOCHA,12.5
90,90,1350,PAPA,2013B,15,PAIPA,15
70,70,1190,PAPA,2013B,17,SATIVANORTE,17.5
10,10,120,PAPA,2013B,12,GACHANTIVA,12.80607143
10,8,80,PAPA,2013B,10,PACHAVITA,10.10625
7,3,45,PAPA,2013B,15,NOBSA,18
6,6,60,PAPA,2013B,10,BETEITIVA,10
3,3,26,PAPA,2013B,8.5,CORRALES,8
1144,1144,34320,PAPA,2014A,30,SORACA,30.455
950,850,15300,PAPA,2014A,18,BELEN,17.56033333
640,620,11160,PAPA,2014A,18,COMBITA,17.1675
410,390,6240,PAPA,2014A,16,VIRACACHA,16
400,400,6000,PAPA,2014A,15,GAMEZA,15.5
400,400,6400,PAPA,2014A,16,UMBITA,17.7775
300,300,3600,PAPA,2014A,12,EL COCUY,12
200,180,2160,PAPA,2014A,12,CHITA,12
170,170,2975,PAPA,2014A,17.5,FIRAVITOBA,17.5
95,55,660,PAPA,2014A,12,GUICAN,10.975
90,80,640,PAPA,2014A,8,CHIQUINQUIRA,7.49047619
55,55,440,PAPA,2014A,8,TASCO,8.083333333
10,8,56,PAPA,2014A,7,CORRALES,7
10,8,48,PAPA,2014A,6,GUACAMAYAS,6.5
1700,1600,32000,PAPA,2014B,20,TUNJA,19.647
900,900,13500,PAPA,2014B,15,BELEN,13.5
850,850,13600,PAPA,2014B,16,UMBITA,15.79083333
750,750,22500,PAPA,2014B,30,CHIQUIZA,29.577
600,600,6300,PAPA,2014B,10.5,RAQUIRA,11.25
600,600,18000,PAPA,2014B,30,SAMACA,28.585
370,370,5550,PAPA,2014B,15,GAMEZA,15
365,365,5840,PAPA,2014B,16,SOTAQUIRA,16
200,200,2800,PAPA,2014B,14,NUEVO COLON,15
200,180,1890,PAPA,2014B,10.5,OICATA,10.06833333
90,90,1343,PAPA,2014B,15,TIBANA,13.75
70,70,700,PAPA,2014B,10,JERICO,9.5
55,55,712,PAPA,2014B,12.95,PAIPA,13.5
30,30,300,PAPA,2014B,10,CUITIVA,10
16,16,243,PAPA,2014B,15,VILLA DE LEYVA,15.83333333
15,13,130,PAPA,2014B,10,TOPAGA,10
5,5,50,PAPA,2014B,10,NOBSA,9.5
1600,1400,42000,PAPA,2015A,30,VENTAQUEMADA,30
961,900,16200,PAPA,2015A,18,BELEN,18.832
300,300,4200,PAPA,2015A,14,NUEVO COLON,15
250,230,2300,PAPA,2015A,10,JERICO,10.62333333
210,210,3150,PAPA,2015A,15,SOCOTA,16.018
205,180,2160,PAPA,2015A,12,CHITA,12
200,200,2400,PAPA,2015A,12,CIENEGA,12
140,130,2106,PAPA,2015A,16.2,PESCA,15
98,97,1455,PAPA,2015A,15,TIBANA,15.333
55,54,675,PAPA,2015A,12.5,PAIPA,14.75
50,30,300,PAPA,2015A,10,FLORESTA,9.888888889
45,40,560,PAPA,2015A,14,CHIVATA,14.79166667
45,43,430,PAPA,2015A,10,CUITIVA,8
30,29,435,PAPA,2015A,15,SANTA ROSA DE VITERBO,15
30,10,140,PAPA,2015A,14,SANTA SOFIA,13.08333333
30,30,450,PAPA,2015A,15,SUSACON,15
18,17,204,PAPA,2015A,12,PAZ DE RIO,12
5,4,27,PAPA,2015A,6.8,GUACAMAYAS,6
4,2,19,PAPA,2015A,10.3,BUSBANZA,10.2875
1500,1400,14000,PAPA,2015B,10,TOCA,13.9825
900,900,18000,PAPA,2015B,20,TUNJA,20
420,410,4920,PAPA,2015B,12,SOGAMOSO,12.4425
360,340,6120,PAPA,2015B,18,COMBITA,17.00666667
210,180,2160,PAPA,2015B,12,CHIQUINQUIRA,12
200,200,2400,PAPA,2015B,12,CIENEGA,12
200,200,2800,PAPA,2015B,14,NUEVO COLON,15
160,150,3750,PAPA,2015B,25,AQUITANIA,25.00333333
160,160,1440,PAPA,2015B,9,FIRAVITOBA,8
98,97,1455,PAPA,2015B,15,TIBANA,15.333
80,80,2000,PAPA,2015B,25,TIBASOSA,23.83625
70,70,840,PAPA,2015B,12,SOCHA,12
65,50,850,PAPA,2015B,17,SATIVANORTE,17.6875
60,55,825,PAPA,2015B,15,MONGUI,15
50,50,750,PAPA,2015B,15,SORA,15
40,15,90,PAPA,2015B,6,CALDAS,7.80125
16,16,192,PAPA,2015B,12,PAZ DE RIO,12
5,5,40,PAPA,2015B,8,SOMONDOCO,9
3,3,36,PAPA,2015B,14.5,MIRAFLORES,10
600,560,10640,PAPA,2016A,19,COMBITA,18.725
430,430,6450,PAPA,2016A,15,GAMEZA,15
250,245,2450,PAPA,2016A,10,JERICO,10.62333333
230,230,5750,PAPA,2016A,25,SOCOTA,25
140,130,2106,PAPA,2016A,16.2,PESCA,14
90,90,1350,PAPA,2016A,15,FIRAVITOBA,15
60,50,750,PAPA,2016A,15,MONGUI,15
35,34,289,PAPA,2016A,8.5,TASCO,10
32,28,168,PAPA,2016A,6,EL ESPINO,6
20,18,180,PAPA,2016A,10,PAZ DE RIO,9.8
14,14,238,PAPA,2016A,17,RONDON,17.20833333
6,5,5,PAPA,2016A,1,GUACAMAYAS,3.157738095
2,2,44,PAPA,2016A,22,CHINAVITA,20
1,1,10,PAPA,2016A,10,PISBA,10
190,190,2280,PAPA,2016B,12,MONGUA,12
160,140,3500,PAPA,2016B,25,AQUITANIA,25.00333333
150,150,2100,PAPA,2016B,14,NUEVO COLON,14.55
120,120,1560,PAPA,2016B,13,SORA,12.33333333
100,98,1225,PAPA,2016B,12.5,SATIVANORTE,12.25
75,75,2225,PAPA,2016B,29.67,TIBANA,23.83625
75,72,936,PAPA,2016B,13,TUTA,12
55,50,750,PAPA,2016B,15,OICATA,15
50,45,675,PAPA,2016B,15,TOTA,14.89
40,40,320,PAPA,2016B,8,TASCO,7.59
23,20,300,PAPA,2016B,15,CHIVATA,15
20,10,150,PAPA,2016B,15,GACHANTIVA,13.58333333
15,15,45,PAPA,2016B,3,BUENAVISTA,3.7
14,14,238,PAPA,2016B,17,RONDON,17.20833333
1250,1050,21000,PAPA,2017A,20,ARCABUCO,18.75
800,800,20000,PAPA,2017A,25,SAMACA,21.155
710,680,13600,PAPA,2017A,20,BELEN,17.79083333
600,588,10290,PAPA,2017A,17.5,COMBITA,17.5605
520,515,10300,PAPA,2017A,20,TOTA,18.981
363,363,7986,PAPA,2017A,22,UMBITA,22.5
60,60,480,PAPA,2017A,8,TASCO,7.028571429
40,40,480,PAPA,2017A,12,SANTA SOFIA,12
37,37,370,PAPA,2017A,10,BETEITIVA,11.01166667
11,8,150,PAPA,2017A,20,SAN MIGUEL DE SEMA,19.16666667
10,9,54,PAPA,2017A,6,PACHAVITA,6.325
6,5,25,PAPA,2017A,5,LABRANZAGRANDE,6
5,5,32,PAPA,2017A,7,ALMEIDA,7.123214286
4,4,40,PAPA,2017A,10,TOPAGA,10
660,590,16050,PAPA,2017B,27.2,TUTAZA,28.585
530,490,5310,PAPA,2017B,10.84,MOTAVITA,11.5
315,315,4185,PAPA,2017B,13.29,CHIQUINQUIRA,15
300,290,4350,PAPA,2017B,15,TOTA,15
73,55,1740,PAPA,2017B,31.7,TIBASOSA,28.36666667
62,59,590,PAPA,2017B,10,NOBSA,10
60,60,780,PAPA,2017B,13,TUTA,12.46642857
40,40,600,PAPA,2017B,15,SUTAMARCHAN,15.838
35,35,840,PAPA,2017B,24,VILLA DE LEYVA,18.03
30,27,162,PAPA,2017B,6,GUACAMAYAS,6
30,28,560,PAPA,2017B,20,PESCA,18.97
27,26,390,PAPA,2017B,15,SANTA ROSA DE VITERBO,15
24,24,240,PAPA,2017B,10,BETEITIVA,10
18,18,360,PAPA,2017B,20,CUITIVA,19.150625
5,5,38,PAPA,2017B,8,SOMONDOCO,6.339166667
4,4,64,PAPA,2017B,16,CERINZA,15
1200,1200,24000,PAPA,2018A,20,ARCABUCO,20.38
600,600,9000,PAPA,2018A,15,TOTA,15.23166667
225,225,2175,PAPA,2018A,9.67,JERICO,9.458333333
180,180,2520,PAPA,2018A,14,NUEVO COLON,13.66666667
100,100,1300,PAPA,2018A,13,SATIVANORTE,12.25
87,87,1044,PAPA,2018A,12,GUICAN,12
41,41,505,PAPA,2018A,12.32,SANTA SOFIA,12.67857143
28,28,420,PAPA,2018A,15,SANTA ROSA DE VITERBO,15
23,23,692,PAPA,2018A,30.11,PAZ DE RIO,20
11,11,101,PAPA,2018A,9.19,TIPACOQUE,9.711666667
10,10,160,PAPA,2018A,16,CERINZA,15
6,6,43,PAPA,2018A,7.15,ALMEIDA,7.4
34,26,320,PAPA,2006B,12.31,COMBITA,11.9
23,18,360,PAPA,2006B,20,CHIQUIZA,15.7
3,3,57,PAPA,2006B,21.25,PACHAVITA,20
150,150,3000,PAPA,2007B,20,CALDAS,20
70,70,700,PAPA,2008A,10,CHIQUINQUIRA,10
10,10,100,PAPA,2008A,10,CHIQUIZA,10.16666667
120,120,768,PAPA,2008B,6.4,TUNJA,8.166666667
53,52,936,PAPA,2009A,18,SANTA ROSA DE VITERBO,18
45,45,675,PAPA,2009A,15,BELEN,15.25
30,28,364,PAPA,2009A,13,CHIQUIZA,12.41166667
16,15,90,PAPA,2009A,6,GUICAN,7
15,15,30,PAPA,2009B,2,CHIQUINQUIRA,1.1875
10,8,88,PAPA,2009B,11,CHIQUIZA,10.10625
3,3,24,PAPA,2009B,8,SAN MIGUEL DE SEMA,8
200,200,1000,PAPA,2010A,5,TUNJA,8
30,20,200,PAPA,2010A,10,CHIQUIZA,10.1125
11,10,80,PAPA,2010A,8,TINJACA,8.833333333
2,1,10,PAPA,2010A,10,CERINZA,8.5
53,51,918,PAPA,2011A,18,SANTA ROSA DE VITERBO,18
12,11,88,PAPA,2011A,8,TINJACA,8
26,26,390,PAPA,2011B,15,RAMIRIQUI,15
11,11,99,PAPA,2011B,9,CHIQUIZA,9.166666667
84,84,840,PAPA,2012A,10,CALDAS,10.5
20,20,240,PAPA,2012A,12,TASCO,12
11,11,165,PAPA,2012A,15,RAMIRIQUI,15
158,158,1580,PAPA,2013A,10,CALDAS,8
36,36,648,PAPA,2013A,18,SANTA ROSA DE VITERBO,19.01
20,20,200,PAPA,2013A,10,TUTAZA,10.1125
8,8,68,PAPA,2013A,8.5,VIRACACHA,8.5
5,5,50,PAPA,2013A,10,CHISCAS,10
4,4,24,PAPA,2013A,6,SATIVASUR,7.017857143
45,45,540,PAPA,2013B,12,BELEN,12.33285714
36,35,630,PAPA,2013B,18,SANTA ROSA DE VITERBO,18.1
15,15,180,PAPA,2013B,12,DUITAMA,12
6,6,54,PAPA,2013B,9,VIRACACHA,9.625
5,5,40,PAPA,2013B,8,TINJACA,9
158,158,1580,PAPA,2014A,10,CALDAS,8
9,8,80,PAPA,2014A,10,TINJACA,10.10625
5,5,30,PAPA,2014A,6,BETEITIVA,6
1,1,10,PAPA,2014A,10,CUITIVA,10
5,5,30,PAPA,2014B,6,BETEITIVA,6
50,50,600,PAPA,2015A,12,FIRAVITOBA,11.5
40,40,480,PAPA,2015A,12,RAMIRIQUI,12
24,24,312,PAPA,2015A,13,BUENAVISTA,11.04
8,8,80,PAPA,2015A,10,DUITAMA,10.10625
8,7,70,PAPA,2015A,10,TINJACA,9.658
3,3,18,PAPA,2015A,6,ALMEIDA,6.125
1,1,10,PAPA,2015A,10,CUITIVA,10
45,45,540,PAPA,2015B,12,BELEN,12.33285714
28,27,486,PAPA,2015B,18,SANTA ROSA DE VITERBO,15.5
10,7,56,PAPA,2015B,8,GACHANTIVA,7
3,3,15,PAPA,2015B,5,BETEITIVA,4.779166667
35,22,176,PAPA,2016B,8,AQUITANIA,8.2
30,30,450,PAPA,2016B,15,RAMIRIQUI,15
5,5,30,PAPA,2016B,6,TASCO,6
650,620,9300,PAPA,2017A,15,SABOYA,14.06966667
420,390,5850,PAPA,2017A,15,SORACA,14.33625
40,35,420,PAPA,2017A,12,CALDAS,12.3125
