area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
40,38,41,1.09,FRIJOL,SAN EDUARDO,2014A
40,39,61,1.56,FRIJOL,TIBANA,2014A
35,35,70,2,FRIJOL,CIENEGA,2014A
30,30,36,1.2,FRIJOL,CHISCAS,2014A
30,27,27,1,FRIJOL,MIRAFLORES,2014A
26,22,26,1.2,FRIJOL,TIPACOQUE,2014A
25,25,13,0.5,FRIJOL,CAMPOHERMOSO,2014A
25,25,25,1,FRIJOL,GUICAN,2014A
25,25,38,1.5,FRIJOL,LA UVITA,2014A
25,25,50,2,FRIJOL,RAMIRIQUI,2014A
25,25,33,1.32,FRIJOL,RONDON,2014A
24,24,48,2,FRIJOL,BELEN,2014A
24,22,20,0.9,FRIJOL,COPER,2014A
23,20,32,1.6,FRIJOL,ZETAQUIRA,2014A
22,20,20,1,FRIJOL,TURMEQUE,2014A
20,20,26,1.32,FRIJOL,BOYACA,2014A
20,18,7,0.4,FRIJOL,CHITA,2014A
20,19,15,0.79,FRIJOL,GUATEQUE,2014A
20,15,15,1,FRIJOL,PANQUEBA,2014A
19,16,16,1.01,FRIJOL,BUENAVISTA,2014A
18,15,9,0.6,FRIJOL,BERBEO,2014A
17,16,14,0.9,FRIJOL,BRICENO,2014A
15,10,10,1,FRIJOL,EL ESPINO,2014A
15,15,15,1,FRIJOL,JENESANO,2014A
15,15,15,1.02,FRIJOL,PAEZ,2014A
15,13,10,0.8,FRIJOL,PAYA,2014A
15,13,10,0.8,FRIJOL,PISBA,2014A
15,11,7,0.66,FRIJOL,SOMONDOCO,2014A
15,15,18,1.2,FRIJOL,UMBITA,2014A
14,14,13,0.9,FRIJOL,PAZ DE RIO,2014A
13,12,22,1.8,FRIJOL,TINJACA,2014A
12,12,6,0.5,FRIJOL,SATIVANORTE,2014A
11,11,17,1.5,FRIJOL,BETEITIVA,2014A
10,10,10,1,FRIJOL,CHIVOR,2014A
10,9,9,1,FRIJOL,CORRALES,2014A
10,10,6,0.6,FRIJOL,SATIVASUR,2014A
10,9,5,0.6,FRIJOL,SOATA,2014A
10,10,17,1.7,FRIJOL,SOTAQUIRA,2014A
10,10,7,0.7,FRIJOL,SUSACON,2014A
9,9,12,1.3,FRIJOL,GAMEZA,2014A
9,9,10,1.1,FRIJOL,SUTAMARCHAN,2014A
8,5,5,1,FRIJOL,ARCABUCO,2014A
8,8,6,0.8,FRIJOL,GARAGOA,2014A
8,6,4,0.6,FRIJOL,QUIPAMA,2014A
8,8,11,1.4,FRIJOL,TOGUI,2014A
7,7,10,1.49,FRIJOL,NOBSA,2014A
5,5,1,0.2,FRIJOL,EL COCUY,2014A
5,5,5,1,FRIJOL,TUTA,2014A
5,5,7,1.4,FRIJOL,VIRACACHA,2014A
4,4,3,0.8,FRIJOL,CALDAS,2014A
4,4,5,1.32,FRIJOL,CHINAVITA,2014A
4,3,3,1,FRIJOL,LABRANZAGRANDE,2014A
4,3,2,0.62,FRIJOL,SANTA ROSA DE VITERBO,2014A
3,3,2,0.66,FRIJOL,VILLA DE LEYVA,2014A
3,3,4,1.3,FRIJOL,JERICO,2014A
3,3,5,1.5,FRIJOL,PAIPA,2014A
3,3,5,1.5,FRIJOL,SOGAMOSO,2014A
3,3,2,0.66,FRIJOL,TENZA,2014A
3,3,1,0.4,FRIJOL,TUNUNGUA,2014A
2,2,2,0.92,FRIJOL,LA CAPILLA,2014A
2,1,2,2,FRIJOL,OICATA,2014A
2,2,3,1.7,FRIJOL,OTANCHE,2014A
2,2,2,0.95,FRIJOL,PACHAVITA,2014A
1,1,1,0.9,FRIJOL,LA VICTORIA,2014A
280,280,84,0.3,FRIJOL,SABOYA,2014B
250,249,498,2,FRIJOL,LA CAPILLA,2014B
180,150,45,0.3,FRIJOL,COVARACHIA,2014B
160,160,48,0.3,FRIJOL,SAN PABLO DE BORBUR,2014B
100,95,95,1,FRIJOL,MONIQUIRA,2014B
80,80,120,1.5,FRIJOL,TENZA,2014B
70,70,63,0.9,FRIJOL,CHIQUINQUIRA,2014B
70,70,56,0.8,FRIJOL,SAN MATEO,2014B
57,54,84,1.56,FRIJOL,TIBANA,2014B
50,49,88,1.8,FRIJOL,GUATEQUE,2014B
50,45,45,1,FRIJOL,TURMEQUE,2014B
45,43,86,2,FRIJOL,MACANAL,2014B
40,38,41,1.09,FRIJOL,SAN EDUARDO,2014B
40,40,48,1.2,FRIJOL,UMBITA,2014B
35,34,80,2.35,FRIJOL,FIRAVITOBA,2014B
35,35,35,1,FRIJOL,RONDON,2014B
30,30,60,2,FRIJOL,CIENEGA,2014B
30,30,24,0.8,FRIJOL,NUEVO COLON,2014B
30,29,55,1.9,FRIJOL,SUTATENZA,2014B
29,29,41,1.43,FRIJOL,ZETAQUIRA,2014B
28,28,50,1.8,FRIJOL,GARAGOA,2014B
28,25,38,1.5,FRIJOL,GUAYATA,2014B
27,25,24,0.95,FRIJOL,COPER,2014B
25,25,38,1.5,FRIJOL,CAMPOHERMOSO,2014B
25,25,21,0.85,FRIJOL,JENESANO,2014B
25,25,50,2,FRIJOL,RAMIRIQUI,2014B
20,20,32,1.6,FRIJOL,ALMEIDA,2014B
20,20,34,1.7,FRIJOL,BOYACA,2014B
20,18,14,0.8,FRIJOL,MIRAFLORES,2014B
18,15,9,0.6,FRIJOL,BERBEO,2014B
16,12,12,1.01,FRIJOL,BUENAVISTA,2014B
15,10,4,0.4,FRIJOL,BOAVITA,2014B
15,15,15,1,FRIJOL,CHIVOR,2014B
15,15,15,1.02,FRIJOL,PAEZ,2014B
15,10,7,0.66,FRIJOL,SOMONDOCO,2014B
12,12,18,1.5,FRIJOL,LA UVITA,2014B
12,10,12,1.2,FRIJOL,TINJACA,2014B
10,9,7,0.85,FRIJOL,BRICENO,2014B
10,10,10,1,FRIJOL,CHISCAS,2014B
10,10,17,1.7,FRIJOL,SOTAQUIRA,2014B
9,7,9,1.32,FRIJOL,CHINAVITA,2014B
9,9,12,1.3,FRIJOL,GAMEZA,2014B
8,5,5,1,FRIJOL,PANQUEBA,2014B
8,8,8,1,FRIJOL,SOCOTA,2014B
7,7,4,0.66,FRIJOL,NOBSA,2014B
6,4,4,1,FRIJOL,ARCABUCO,2014B
6,5,3,0.5,FRIJOL,SATIVANORTE,2014B
5,5,7,1.5,FRIJOL,OTANCHE,2014B
5,4,2,0.6,FRIJOL,QUIPAMA,2014B
4,4,3,0.7,FRIJOL,BELEN,2014B
4,3,2,0.8,FRIJOL,CALDAS,2014B
4,4,3,0.8,FRIJOL,SUSACON,2014B
4,3,4,1.3,FRIJOL,TOGUI,2014B
4,4,2,0.4,FRIJOL,TUNUNGUA,2014B
4,4,2,0.53,FRIJOL,TUTA,2014B
3,3,3,1,FRIJOL,CORRALES,2014B
3,3,4,1.3,FRIJOL,PAIPA,2014B
2,2,2,0.9,FRIJOL,LA VICTORIA,2014B
2,2,1,0.62,FRIJOL,SANTA ROSA DE VITERBO,2014B
2,2,3,1.5,FRIJOL,SOGAMOSO,2014B
2,2,2,0.9,FRIJOL,PACHAVITA,2014B
1,1,1,0.97,FRIJOL,VILLA DE LEYVA,2014B
1,1,1,1,FRIJOL,JERICO,2014B
300,300,90,0.3,FRIJOL,SABOYA,2015A
165,164,49,0.3,FRIJOL,SAN PABLO DE BORBUR,2015A
150,80,32,0.4,FRIJOL,BOAVITA,2015A
150,100,20,0.2,FRIJOL,COVARACHIA,2015A
105,101,71,0.7,FRIJOL,MONIQUIRA,2015A
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2015A
90,80,80,1,FRIJOL,RAQUIRA,2015A
80,40,80,2,FRIJOL,SIACHOQUE,2015A
75,40,16,0.4,FRIJOL,FLORESTA,2015A
65,20,16,0.8,FRIJOL,BUSBANZA,2015A
60,60,48,0.8,FRIJOL,SAN MATEO,2015A
58,51,41,0.8,FRIJOL,GUACAMAYAS,2015A
55,55,44,0.8,FRIJOL,SOCHA,2015A
50,50,60,1.2,FRIJOL,TASCO,2015A
35,35,70,2,FRIJOL,CIENEGA,2015A
35,35,18,0.5,FRIJOL,SOCOTA,2015A
32,30,59,1.96,FRIJOL,TIBANA,2015A
30,30,36,1.2,FRIJOL,CHISCAS,2015A
30,30,52,1.74,FRIJOL,FIRAVITOBA,2015A
30,30,21,0.7,FRIJOL,JENESANO,2015A
29,29,41,1.43,FRIJOL,ZETAQUIRA,2015A
26,22,21,0.96,FRIJOL,TIPACOQUE,2015A
25,25,50,2,FRIJOL,BELEN,2015A
25,25,13,0.5,FRIJOL,CAMPOHERMOSO,2015A
25,20,30,1.5,FRIJOL,GAMEZA,2015A
25,25,50,2,FRIJOL,RAMIRIQUI,2015A
24,22,20,0.9,FRIJOL,COPER,2015A
20,20,39,1.95,FRIJOL,BOYACA,2015A
20,20,8,0.4,FRIJOL,CHITA,2015A
20,19,34,1.8,FRIJOL,GUATEQUE,2015A
20,20,24,1.2,FRIJOL,GUICAN,2015A
20,20,36,1.8,FRIJOL,RONDON,2015A
20,17,12,0.7,FRIJOL,TURMEQUE,2015A
18,15,9,0.6,FRIJOL,BERBEO,2015A
17,16,10,0.63,FRIJOL,BRICENO,2015A
15,15,15,1,FRIJOL,CHIVOR,2015A
15,15,18,1.2,FRIJOL,LA UVITA,2015A
15,15,15,1.02,FRIJOL,PAEZ,2015A
14,7,12,1.72,FRIJOL,BUENAVISTA,2015A
12,12,6,0.5,FRIJOL,SATIVANORTE,2015A
11,11,17,1.5,FRIJOL,BETEITIVA,2015A
11,10,20,2,FRIJOL,TINJACA,2015A
11,11,16,1.5,FRIJOL,UMBITA,2015A
10,8,8,1,FRIJOL,CORRALES,2015A
10,10,5,0.5,FRIJOL,EL ESPINO,2015A
10,9,9,1,FRIJOL,MIRAFLORES,2015A
10,10,6,0.6,FRIJOL,SATIVASUR,2015A
10,7,7,0.97,FRIJOL,SOMONDOCO,2015A
10,10,17,1.7,FRIJOL,SOTAQUIRA,2015A
10,10,10,1,FRIJOL,SUSACON,2015A
9,9,8,0.9,FRIJOL,PAZ DE RIO,2015A
9,9,11,1.3,FRIJOL,SAN EDUARDO,2015A
8,8,6,0.8,FRIJOL,GARAGOA,2015A
8,5,3,0.7,FRIJOL,PANQUEBA,2015A
8,6,4,0.6,FRIJOL,QUIPAMA,2015A
8,8,11,1.4,FRIJOL,TOGUI,2015A
7,7,10,1.49,FRIJOL,NOBSA,2015A
5,5,5,1,FRIJOL,ARCABUCO,2015A
5,3,2,0.6,FRIJOL,CALDAS,2015A
5,5,1,0.2,FRIJOL,EL COCUY,2015A
5,3,2,0.8,FRIJOL,SOATA,2015A
5,5,10,2,FRIJOL,SUTAMARCHAN,2015A
5,5,2,0.45,FRIJOL,TUNUNGUA,2015A
5,5,8,1.5,FRIJOL,TUTA,2015A
5,5,2,0.4,FRIJOL,VIRACACHA,2015A
4,4,5,1.3,FRIJOL,CHINAVITA,2015A
4,3,4,1.4,FRIJOL,SANTA ROSA DE VITERBO,2015A
3,3,4,1.5,FRIJOL,LA CAPILLA,2015A
3,2,3,1.5,FRIJOL,PAIPA,2015A
3,3,5,1.5,FRIJOL,SOGAMOSO,2015A
3,3,4,1.5,FRIJOL,TENZA,2015A
3,2,2,0.8,FRIJOL,LA VICTORIA,2015A
2,2,3,1.7,FRIJOL,OTANCHE,2015A
2,2,2,0.9,FRIJOL,PACHAVITA,2015A
1,1,1,0.97,FRIJOL,VILLA DE LEYVA,2015A
280,280,84,0.3,FRIJOL,SABOYA,2015B
260,259,389,1.5,FRIJOL,LA CAPILLA,2015B
160,160,48,0.3,FRIJOL,SAN PABLO DE BORBUR,2015B
120,100,30,0.3,FRIJOL,COVARACHIA,2015B
110,110,164,1.5,FRIJOL,TENZA,2015B
100,95,95,1,FRIJOL,MONIQUIRA,2015B
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2015B
90,87,174,2,FRIJOL,MACANAL,2015B
75,73,139,1.9,FRIJOL,ALMEIDA,2015B
70,70,56,0.8,FRIJOL,SAN MATEO,2015B
60,55,66,1.2,FRIJOL,LABRANZAGRANDE,2015B
50,50,75,1.49,FRIJOL,UMBITA,2015B
50,49,88,1.8,FRIJOL,GUATEQUE,2015B
50,49,98,2,FRIJOL,SUTATENZA,2015B
50,50,72,1.43,FRIJOL,ZETAQUIRA,2015B
45,45,54,1.2,FRIJOL,TASCO,2015B
40,40,80,2,FRIJOL,GARAGOA,2015B
40,39,59,1.5,FRIJOL,SAN EDUARDO,2015B
30,30,60,2,FRIJOL,CIENEGA,2015B
30,30,15,0.5,FRIJOL,NUEVO COLON,2015B
27,25,24,0.95,FRIJOL,COPER,2015B
27,27,47,1.74,FRIJOL,FIRAVITOBA,2015B
25,25,38,1.5,FRIJOL,CAMPOHERMOSO,2015B
25,24,25,1.05,FRIJOL,GUAYATA,2015B
25,25,21,0.85,FRIJOL,JENESANO,2015B
25,25,50,2,FRIJOL,RAMIRIQUI,2015B
20,10,3,0.3,FRIJOL,BOAVITA,2015B
20,20,36,1.8,FRIJOL,BOYACA,2015B
20,20,20,1,FRIJOL,CHIVOR,2015B
20,20,24,1.2,FRIJOL,LA UVITA,2015B
20,15,15,1,FRIJOL,PANQUEBA,2015B
20,20,40,2,FRIJOL,RONDON,2015B
18,15,6,0.42,FRIJOL,BERBEO,2015B
17,16,16,1,FRIJOL,PACHAVITA,2015B
16,16,31,1.96,FRIJOL,TIBANA,2015B
15,15,15,1,FRIJOL,MIRAFLORES,2015B
15,15,15,1.02,FRIJOL,PAEZ,2015B
13,10,6,0.6,FRIJOL,TURMEQUE,2015B
12,12,20,1.7,FRIJOL,SOTAQUIRA,2015B
10,9,7,0.85,FRIJOL,BRICENO,2015B
10,7,12,1.72,FRIJOL,BUENAVISTA,2015B
10,10,10,1,FRIJOL,CHISCAS,2015B
10,7,5,0.68,FRIJOL,SOMONDOCO,2015B
9,7,14,2,FRIJOL,CHINAVITA,2015B
8,6,4,0.6,FRIJOL,QUIPAMA,2015B
8,6,12,2,FRIJOL,TINJACA,2015B
7,7,10,1.49,FRIJOL,NOBSA,2015B
7,6,9,1.5,FRIJOL,PAYA,2015B
5,5,5,1,FRIJOL,ARCABUCO,2015B
5,5,7,1.5,FRIJOL,OTANCHE,2015B
5,4,2,0.5,FRIJOL,SATIVANORTE,2015B
5,5,3,0.6,FRIJOL,SOATA,2015B
5,5,8,1.5,FRIJOL,TUTA,2015B
5,5,8,1.5,FRIJOL,VIRACACHA,2015B
4,4,3,0.7,FRIJOL,BELEN,2015B
4,3,4,1.3,FRIJOL,TOGUI,2015B
4,4,2,0.4,FRIJOL,TUNUNGUA,2015B
3,3,5,1.5,FRIJOL,VILLA DE LEYVA,2015B
3,3,8,2.5,FRIJOL,PAIPA,2015B
3,3,4,1.4,FRIJOL,SANTA ROSA DE VITERBO,2015B
2,2,2,1,FRIJOL,CORRALES,2015B
2,1,0,0.5,FRIJOL,EL ESPINO,2015B
2,2,3,1.5,FRIJOL,SOGAMOSO,2015B
2,2,3,1.7,FRIJOL,SUSACON,2015B
2,2,3,1.5,FRIJOL,SUTAMARCHAN,2015B
1,1,2,2,FRIJOL,LA VICTORIA,2015B
15,15,15,1.02,FRIJOL,PAEZ,2016A
200,190,95,0.5,FRIJOL,SABOYA,2016A
148,115,92,0.8,FRIJOL,COVARACHIA,2016A
130,130,195,1.5,FRIJOL,ZETAQUIRA,2016A
120,100,50,0.5,FRIJOL,SAN PABLO DE BORBUR,2016A
110,105,105,1,FRIJOL,MONIQUIRA,2016A
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2016A
60,60,48,0.8,FRIJOL,SAN MATEO,2016A
50,40,16,0.4,FRIJOL,BOAVITA,2016A
50,20,16,0.8,FRIJOL,BUSBANZA,2016A
50,45,36,0.8,FRIJOL,GUACAMAYAS,2016A
50,25,38,1.5,FRIJOL,SOATA,2016A
40,32,32,1,FRIJOL,TURMEQUE,2016A
35,35,35,1,FRIJOL,SOCOTA,2016A
32,32,38,1.2,FRIJOL,CIENEGA,2016A
30,30,36,1.2,FRIJOL,CHISCAS,2016A
30,20,8,0.4,FRIJOL,FLORESTA,2016A
30,28,56,2,FRIJOL,GAMEZA,2016A
30,28,42,1.5,FRIJOL,LABRANZAGRANDE,2016A
30,25,30,1.2,FRIJOL,MIRAFLORES,2016A
26,22,21,0.96,FRIJOL,TIPACOQUE,2016A
25,25,13,0.5,FRIJOL,CAMPOHERMOSO,2016A
24,22,18,0.83,FRIJOL,COPER,2016A
22,18,20,1.1,FRIJOL,CHITA,2016A
22,22,11,0.5,FRIJOL,GUICAN,2016A
22,21,32,1.5,FRIJOL,RONDON,2016A
21,17,26,1.5,FRIJOL,NOBSA,2016A
20,20,20,1,FRIJOL,CHITARAQUE,2016A
20,18,13,0.7,FRIJOL,EL ESPINO,2016A
20,18,27,1.5,FRIJOL,PAYA,2016A
20,20,40,2,FRIJOL,RAMIRIQUI,2016A
20,20,20,1,FRIJOL,SAN JOSE DE PARE,2016A
20,20,20,1,FRIJOL,SANTANA,2016A
19,15,9,0.59,FRIJOL,PAUNA,2016A
16,14,4,0.3,FRIJOL,SATIVANORTE,2016A
15,15,15,1,FRIJOL,BUENAVISTA,2016A
15,15,26,1.7,FRIJOL,UMBITA,2016A
14,11,9,0.8,FRIJOL,BRICENO,2016A
13,12,16,1.3,FRIJOL,CHINAVITA,2016A
13,13,12,0.96,FRIJOL,SAN EDUARDO,2016A
12,8,6,0.78,FRIJOL,SAN MIGUEL DE SEMA,2016A
12,12,20,1.7,FRIJOL,SOTAQUIRA,2016A
11,11,17,1.5,FRIJOL,BETEITIVA,2016A
11,11,7,0.64,FRIJOL,GARAGOA,2016A
11,10,14,1.4,FRIJOL,PAIPA,2016A
10,6,4,0.6,FRIJOL,CALDAS,2016A
10,8,10,1.2,FRIJOL,CHIQUIZA,2016A
10,10,14,1.4,FRIJOL,GUATEQUE,2016A
10,8,8,1,FRIJOL,JERICO,2016A
10,10,10,1,FRIJOL,PAZ DE RIO,2016A
10,10,10,1,FRIJOL,SUSACON,2016A
10,10,15,1.5,FRIJOL,TIBANA,2016A
10,8,16,2,FRIJOL,TUNUNGUA,2016A
9,8,8,1,FRIJOL,CORRALES,2016A
9,9,6,0.7,FRIJOL,PANQUEBA,2016A
8,8,8,1,FRIJOL,CHIVOR,2016A
8,6,4,0.6,FRIJOL,QUIPAMA,2016A
8,8,16,2,FRIJOL,SUTATENZA,2016A
8,7,7,1,FRIJOL,TINJACA,2016A
8,7,10,1.4,FRIJOL,TOGUI,2016A
7,7,8,1.1,FRIJOL,SOCHA,2016A
6,6,4,0.6,FRIJOL,SATIVASUR,2016A
5,5,5,1,FRIJOL,ARCABUCO,2016A
5,5,5,1,FRIJOL,EL COCUY,2016A
5,4,6,1.5,FRIJOL,SOGAMOSO,2016A
5,5,4,0.8,FRIJOL,SOMONDOCO,2016A
5,5,9,1.8,FRIJOL,TASCO,2016A
5,5,10,2,FRIJOL,VIRACACHA,2016A
4,4,6,1.5,FRIJOL,LA CAPILLA,2016A
4,4,6,1.5,FRIJOL,TENZA,2016A
3,3,6,1.75,FRIJOL,VILLA DE LEYVA,2016A
3,3,6,2,FRIJOL,SORA,2016A
3,3,6,2,FRIJOL,SUTAMARCHAN,2016A
2,2,2,1.2,FRIJOL,LA VICTORIA,2016A
2,2,3,1.7,FRIJOL,OTANCHE,2016A
2,2,2,1,FRIJOL,PACHAVITA,2016A
2,2,1,0.4,FRIJOL,PISBA,2016A
2,2,2,1.2,FRIJOL,TUTA,2016A
1,1,2,2,FRIJOL,CUCAITA,2016A
263,198,158,0.8,FRIJOL,COVARACHIA,2016B
260,260,284,1.09,FRIJOL,GARAGOA,2016B
200,190,285,1.5,FRIJOL,LA CAPILLA,2016B
200,200,60,0.3,FRIJOL,SABOYA,2016B
150,150,300,2,FRIJOL,MACANAL,2016B
120,115,115,1,FRIJOL,PACHAVITA,2016B
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2016B
88,80,80,1,FRIJOL,MONIQUIRA,2016B
80,80,144,1.8,FRIJOL,ALMEIDA,2016B
80,80,80,1,FRIJOL,CAMPOHERMOSO,2016B
60,60,48,0.8,FRIJOL,SAN MATEO,2016B
58,58,91,1.58,FRIJOL,UMBITA,2016B
50,49,74,1.5,FRIJOL,GUAYATA,2016B
45,41,81,1.97,FRIJOL,SAN EDUARDO,2016B
43,43,68,1.58,FRIJOL,TIBANA,2016B
40,40,16,0.4,FRIJOL,BOAVITA,2016B
32,32,32,1,FRIJOL,JENESANO,2016B
32,32,63,2,FRIJOL,CIENEGA,2016B
30,28,28,1,FRIJOL,COPER,2016B
30,30,37,1.23,FRIJOL,NUEVO COLON,2016B
29,29,58,2,FRIJOL,SUTATENZA,2016B
22,18,20,1.1,FRIJOL,CHITA,2016B
22,22,21,0.96,FRIJOL,TIPACOQUE,2016B
21,19,24,1.27,FRIJOL,GUATEQUE,2016B
21,21,32,1.5,FRIJOL,RONDON,2016B
20,20,20,1,FRIJOL,CHITARAQUE,2016B
20,18,18,1,FRIJOL,LA UVITA,2016B
20,15,18,1.2,FRIJOL,MIRAFLORES,2016B
20,17,26,1.5,FRIJOL,NOBSA,2016B
20,20,40,2,FRIJOL,RAMIRIQUI,2016B
20,20,20,1,FRIJOL,SANTANA,2016B
20,15,15,1,FRIJOL,TURMEQUE,2016B
16,14,4,0.3,FRIJOL,SATIVANORTE,2016B
15,15,18,1.2,FRIJOL,CHISCAS,2016B
15,15,15,1.02,FRIJOL,PAEZ,2016B
15,12,18,1.5,FRIJOL,SOATA,2016B
14,12,10,0.8,FRIJOL,BRICENO,2016B
14,13,16,1.3,FRIJOL,CHINAVITA,2016B
12,12,18,1.5,FRIJOL,BUENAVISTA,2016B
12,11,17,1.5,FRIJOL,SOMONDOCO,2016B
12,12,24,2,FRIJOL,SOTAQUIRA,2016B
10,8,10,1.2,FRIJOL,CHIQUIZA,2016B
10,8,4,0.5,FRIJOL,EL ESPINO,2016B
10,10,10,1,FRIJOL,SAN JOSE DE PARE,2016B
9,9,9,1,FRIJOL,CHIVOR,2016B
8,7,4,0.6,FRIJOL,BERBEO,2016B
8,6,4,0.6,FRIJOL,QUIPAMA,2016B
7,6,6,1,FRIJOL,JERICO,2016B
6,6,4,0.6,FRIJOL,SATIVASUR,2016B
6,5,5,1,FRIJOL,TINJACA,2016B
5,5,5,1,FRIJOL,ARCABUCO,2016B
5,3,2,0.6,FRIJOL,CALDAS,2016B
5,4,4,1,FRIJOL,TUNUNGUA,2016B
5,5,10,2,FRIJOL,VIRACACHA,2016B
3,3,4,1.3,FRIJOL,PAIPA,2016B
3,3,5,1.5,FRIJOL,SOGAMOSO,2016B
3,3,6,2,FRIJOL,SORA,2016B
2,2,2,1,FRIJOL,CORRALES,2016B
2,2,2,1.2,FRIJOL,LA VICTORIA,2016B
2,2,3,1.7,FRIJOL,OTANCHE,2016B
2,2,3,1.7,FRIJOL,SUSACON,2016B
2,2,4,2,FRIJOL,SUTAMARCHAN,2016B
2,1,1,0.5,FRIJOL,PAUNA,2016B
263,200,100,0.5,FRIJOL,COVARACHIA,2017A
192,176,162,0.92,FRIJOL,TIPACOQUE,2017A
99,99,99,1,FRIJOL,MONIQUIRA,2017A
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2017A
70,70,56,0.8,FRIJOL,MACANAL,2017A
50,35,14,0.4,FRIJOL,BOAVITA,2017A
50,30,24,0.8,FRIJOL,BUSBANZA,2017A
50,45,36,0.8,FRIJOL,GUACAMAYAS,2017A
50,50,40,0.8,FRIJOL,SAN MATEO,2017A
50,42,25,0.6,FRIJOL,SAN PABLO DE BORBUR,2017A
40,35,28,0.8,FRIJOL,CALDAS,2017A
40,30,31,1.05,FRIJOL,SOATA,2017A
38,35,35,1,FRIJOL,TURMEQUE,2017A
35,35,35,1,FRIJOL,SOCOTA,2017A
32,28,11,0.4,FRIJOL,FLORESTA,2017A
30,30,52,1.75,FRIJOL,CHISCAS,2017A
30,30,42,1.4,FRIJOL,CIENEGA,2017A
30,30,42,1.4,FRIJOL,JENESANO,2017A
30,25,30,1.2,FRIJOL,MIRAFLORES,2017A
27,25,21,0.83,FRIJOL,COPER,2017A
25,25,25,1,FRIJOL,BUENAVISTA,2017A
25,25,13,0.5,FRIJOL,CAMPOHERMOSO,2017A
25,23,32,1.4,FRIJOL,GAMEZA,2017A
25,25,35,1.4,FRIJOL,RAMIRIQUI,2017A
23,21,15,0.73,FRIJOL,GARAGOA,2017A
23,23,32,1.4,FRIJOL,GUICAN,2017A
23,23,24,1.05,FRIJOL,RONDON,2017A
22,22,22,1,FRIJOL,CHITARAQUE,2017A
22,20,21,1.05,FRIJOL,LABRANZAGRANDE,2017A
20,18,18,1,FRIJOL,CHIQUIZA,2017A
20,20,8,0.4,FRIJOL,CHITA,2017A
20,20,14,0.7,FRIJOL,EL ESPINO,2017A
20,20,20,1,FRIJOL,SAN JOSE DE PARE,2017A
20,20,20,1,FRIJOL,SANTANA,2017A
20,20,25,1.25,FRIJOL,TIBANA,2017A
18,16,17,1.05,FRIJOL,NOBSA,2017A
17,17,21,1.19,FRIJOL,UMBITA,2017A
16,10,6,0.6,FRIJOL,BERBEO,2017A
16,14,11,0.8,FRIJOL,BRICENO,2017A
16,14,16,1.15,FRIJOL,SOGAMOSO,2017A
16,12,19,1.61,FRIJOL,CHINAVITA,2017A
15,15,15,1.02,FRIJOL,PAEZ,2017A
13,12,12,0.97,FRIJOL,SAN EDUARDO,2017A
12,12,12,1.03,FRIJOL,LA UVITA,2017A
11,11,13,1.2,FRIJOL,BETEITIVA,2017A
11,8,8,1,FRIJOL,SAN MIGUEL DE SEMA,2017A
11,11,14,1.26,FRIJOL,SOTAQUIRA,2017A
10,9,9,1,FRIJOL,BELEN,2017A
10,10,14,1.4,FRIJOL,GUATEQUE,2017A
10,10,8,0.75,FRIJOL,PAZ DE RIO,2017A
10,10,7,0.68,FRIJOL,SUSACON,2017A
10,8,6,0.8,FRIJOL,TUNUNGUA,2017A
9,9,9,1,FRIJOL,CHIVOR,2017A
9,8,8,1,FRIJOL,CORRALES,2017A
9,9,6,0.7,FRIJOL,PANQUEBA,2017A
8,7,10,1.4,FRIJOL,CUCAITA,2017A
8,6,7,1.2,FRIJOL,JERICO,2017A
8,8,8,1.05,FRIJOL,MUZO,2017A
8,8,20,2.45,FRIJOL,PAJARITO,2017A
8,6,4,0.6,FRIJOL,QUIPAMA,2017A
8,4,6,1.4,FRIJOL,SATIVASUR,2017A
8,7,7,1,FRIJOL,TINJACA,2017A
7,7,8,1.1,FRIJOL,SOCHA,2017A
6,6,6,1.05,FRIJOL,LA CAPILLA,2017A
6,6,3,0.6,FRIJOL,SUTATENZA,2017A
6,6,13,2.1,FRIJOL,TENZA,2017A
6,6,6,1.12,FRIJOL,TASCO,2017A
5,5,7,1.3,FRIJOL,PAIPA,2017A
5,5,5,1,FRIJOL,ARCABUCO,2017A
5,5,5,1,FRIJOL,EL COCUY,2017A
5,5,4,0.8,FRIJOL,SOMONDOCO,2017A
5,5,5,1,FRIJOL,VIRACACHA,2017A
4,4,6,1.4,FRIJOL,VILLA DE LEYVA,2017A
3,2,2,1,FRIJOL,PACHAVITA,2017A
3,2,3,1.4,FRIJOL,SUTAMARCHAN,2017A
2,2,3,1.4,FRIJOL,LA VICTORIA,2017A
2,2,2,1.19,FRIJOL,OTANCHE,2017A
2,2,2,1.2,FRIJOL,TUTA,2017A
2,1,1,0.6,FRIJOL,PAUNA,2017A
290,287,361,1.26,FRIJOL,LA CAPILLA,2017B
255,240,336,1.4,FRIJOL,MACANAL,2017B
230,227,269,1.18,FRIJOL,GARAGOA,2017B
128,127,127,1,FRIJOL,PACHAVITA,2017B
120,100,50,0.5,FRIJOL,COVARACHIA,2017B
