area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
15,13,130,10,PAPA,TOPAGA,2014B
12,10,150,15,PAPA,CERINZA,2014B
10,10,100,10,PAPA,BETEITIVA,2014B
10,10,60,6,PAPA,EL ESPINO,2014B
10,10,130,13,PAPA,GARAGOA,2014B
10,10,100,10,PAPA,PACHAVITA,2014B
10,8,96,12,PAPA,PAZ DE RIO,2014B
10,10,90,9,PAPA,SATIVASUR,2014B
5,5,60,12,PAPA,CHIVOR,2014B
5,4,24,6,PAPA,LABRANZAGRANDE,2014B
5,5,50,10,PAPA,NOBSA,2014B
5,5,40,8,PAPA,SOMONDOCO,2014B
3,3,21,7,PAPA,CORRALES,2014B
3,3,23,7.5,PAPA,TIPACOQUE,2014B
3400,3400,68000,20,PAPA,TUNJA,2015A
2400,1900,22800,12,PAPA,SIACHOQUE,2015A
1600,1400,42000,30,PAPA,VENTAQUEMADA,2015A
1500,1500,30000,20,PAPA,SABOYA,2015A
1225,1000,8500,8.5,PAPA,TOCA,2015A
1200,700,14000,20,PAPA,ARCABUCO,2015A
961,900,16200,18,PAPA,BELEN,2015A
800,750,11250,15,PAPA,CHIQUIZA,2015A
761,761,18074,23.75,PAPA,TUTAZA,2015A
700,700,10500,15,PAPA,SORACA,2015A
620,610,17080,28,PAPA,SAMACA,2015A
597,597,10084,16.9,PAPA,UMBITA,2015A
590,550,9900,18,PAPA,COMBITA,2015A
550,500,6000,12,PAPA,SOGAMOSO,2015A
430,430,6450,15,PAPA,GAMEZA,2015A
425,423,5288,12.5,PAPA,MOTAVITA,2015A
410,390,6240,16,PAPA,VIRACACHA,2015A
400,380,4560,12,PAPA,TOTA,2015A
395,395,6320,16,PAPA,SOTAQUIRA,2015A
325,320,8000,25,PAPA,AQUITANIA,2015A
300,300,3600,12,PAPA,EL COCUY,2015A
300,300,4200,14,PAPA,NUEVO COLON,2015A
270,250,4167,16.67,PAPA,CUCAITA,2015A
250,250,6250,25,PAPA,BOYACA,2015A
250,230,2300,10,PAPA,JERICO,2015A
230,200,4000,20,PAPA,SAN MIGUEL DE SEMA,2015A
229,229,3435,15,PAPA,RAQUIRA,2015A
210,180,2160,12,PAPA,CHIQUINQUIRA,2015A
210,200,3600,18,PAPA,JENESANO,2015A
210,210,3150,15,PAPA,SOCOTA,2015A
205,180,2160,12,PAPA,CHITA,2015A
200,200,2400,12,PAPA,CIENEGA,2015A
200,200,3000,15,PAPA,RAMIRIQUI,2015A
185,185,2498,13.5,PAPA,FIRAVITOBA,2015A
185,185,2220,12,PAPA,MONGUA,2015A
140,130,2106,16.2,PAPA,PESCA,2015A
120,12,144,12,PAPA,GUICAN,2015A
120,120,2220,18.5,PAPA,SORA,2015A
120,120,1440,12,PAPA,TUTA,2015A
100,95,1140,12,PAPA,SOCHA,2015A
100,90,1350,15,PAPA,TURMEQUE,2015A
98,97,1455,15,PAPA,TIBANA,2015A
90,60,600,10,PAPA,CALDAS,2015A
90,85,893,10.5,PAPA,LA UVITA,2015A
90,55,1375,25,PAPA,OICATA,2015A
80,78,1248,16,PAPA,SATIVANORTE,2015A
80,80,2000,25,PAPA,TIBASOSA,2015A
70,70,1050,15,PAPA,SUTAMARCHAN,2015A
60,60,1200,20,PAPA,CHISCAS,2015A
60,52,780,15,PAPA,MONGUI,2015A
60,60,480,8,PAPA,TASCO,2015A
55,54,675,12.5,PAPA,PAIPA,2015A
50,50,600,12,PAPA,DUITAMA,2015A
50,30,300,10,PAPA,FLORESTA,2015A
45,40,560,14,PAPA,CHIVATA,2015A
45,43,430,10,PAPA,CUITIVA,2015A
30,25,225,9,PAPA,PANQUEBA,2015A
30,29,435,15,PAPA,SANTA ROSA DE VITERBO,2015A
30,10,140,14,PAPA,SANTA SOFIA,2015A
30,30,450,15,PAPA,SUSACON,2015A
26,10,130,13,PAPA,BUENAVISTA,2015A
22,22,266,12,PAPA,VILLA DE LEYVA,2015A
22,22,198,9,PAPA,SATIVASUR,2015A
20,18,135,7.5,PAPA,GACHANTIVA,2015A
18,17,204,12,PAPA,PAZ DE RIO,2015A
18,16,192,12,PAPA,TINJACA,2015A
16,14,141,10.1,PAPA,BETEITIVA,2015A
15,15,270,18,PAPA,RONDON,2015A
15,13,130,10,PAPA,TOPAGA,2015A
13,13,156,12,PAPA,GARAGOA,2015A
10,9,72,8,PAPA,SOMONDOCO,2015A
9,7,49,7,PAPA,CORRALES,2015A
9,8,120,15,PAPA,IZA,2015A
8,6,90,15,PAPA,CERINZA,2015A
7,6,54,9,PAPA,CHINAVITA,2015A
6,6,41,6.8,PAPA,ALMEIDA,2015A
5,4,27,6.8,PAPA,GUACAMAYAS,2015A
5,5,50,10,PAPA,NOBSA,2015A
4,2,19,10.3,PAPA,BUSBANZA,2015A
4,4,60,15,PAPA,PACHAVITA,2015A
3,3,30,10,PAPA,SOATA,2015A
3,3,23,7.5,PAPA,TIPACOQUE,2015A
1,1,12,12,PAPA,PAJARITO,2015A
2400,1900,22800,12,PAPA,SIACHOQUE,2015B
1500,1500,30000,20,PAPA,SABOYA,2015B
1500,1400,14000,10,PAPA,TOCA,2015B
1400,900,18000,20,PAPA,ARCABUCO,2015B
1400,1350,22476,16.65,PAPA,VENTAQUEMADA,2015B
1045,996,16253,16.32,PAPA,SAMACA,2015B
929,929,15694,16.9,PAPA,UMBITA,2015B
900,900,13500,15,PAPA,BELEN,2015B
900,900,18000,20,PAPA,TUNJA,2015B
750,750,15000,20,PAPA,CHIQUIZA,2015B
705,705,16744,23.75,PAPA,TUTAZA,2015B
500,480,7200,15,PAPA,SORACA,2015B
420,410,4920,12,PAPA,SOGAMOSO,2015B
360,340,6120,18,PAPA,COMBITA,2015B
350,200,1600,8,PAPA,MOTAVITA,2015B
350,340,5100,15,PAPA,VIRACACHA,2015B
300,280,3360,12,PAPA,MONGUA,2015B
300,300,4800,16,PAPA,SOTAQUIRA,2015B
210,180,2160,12,PAPA,CHIQUINQUIRA,2015B
200,200,5000,25,PAPA,BOYACA,2015B
200,200,2400,12,PAPA,CIENEGA,2015B
200,195,2925,15,PAPA,CUCAITA,2015B
200,200,2400,12,PAPA,EL COCUY,2015B
200,200,3000,15,PAPA,JENESANO,2015B
200,200,2800,14,PAPA,NUEVO COLON,2015B
200,200,3000,15,PAPA,RAMIRIQUI,2015B
190,180,3600,20,PAPA,SAN MIGUEL DE SEMA,2015B
173,170,2550,15,PAPA,RAQUIRA,2015B
160,150,3750,25,PAPA,AQUITANIA,2015B
160,160,1440,9,PAPA,FIRAVITOBA,2015B
150,130,2600,20,PAPA,JERICO,2015B
140,135,1998,14.8,PAPA,PESCA,2015B
100,98,1176,12,PAPA,CHITA,2015B
98,97,1455,15,PAPA,TIBANA,2015B
90,90,1800,20,PAPA,CHISCAS,2015B
90,85,893,10.5,PAPA,LA UVITA,2015B
90,90,1350,15,PAPA,SOCOTA,2015B
80,80,1200,15,PAPA,GAMEZA,2015B
80,80,2000,25,PAPA,TIBASOSA,2015B
80,80,960,12,PAPA,TUTA,2015B
70,70,840,12,PAPA,SOCHA,2015B
65,50,850,17,PAPA,SATIVANORTE,2015B
60,55,825,15,PAPA,MONGUI,2015B
60,45,675,15,PAPA,TURMEQUE,2015B
55,55,688,12.5,PAPA,PAIPA,2015B
50,48,432,9,PAPA,CHIVATA,2015B
50,50,600,12,PAPA,GUICAN,2015B
50,40,480,12,PAPA,LABRANZAGRANDE,2015B
50,40,1000,25,PAPA,OICATA,2015B
50,50,750,15,PAPA,SORA,2015B
50,50,400,8,PAPA,TASCO,2015B
50,40,480,12,PAPA,TOTA,2015B
40,15,90,6,PAPA,CALDAS,2015B
40,40,400,10,PAPA,CUITIVA,2015B
29,28,420,15,PAPA,SANTA ROSA DE VITERBO,2015B
28,20,260,13,PAPA,BUENAVISTA,2015B
25,20,180,9,PAPA,PANQUEBA,2015B
20,15,150,10,PAPA,GACHANTIVA,2015B
18,18,180,10,PAPA,CHIVOR,2015B
16,16,137,8.47,PAPA,VILLA DE LEYVA,2015B
16,16,192,12,PAPA,PAZ DE RIO,2015B
15,15,180,12,PAPA,DUITAMA,2015B
15,15,135,9,PAPA,SATIVASUR,2015B
15,13,130,10,PAPA,TOPAGA,2015B
14,12,144,12,PAPA,TINJACA,2015B
13,13,169,13,PAPA,RONDON,2015B
12,10,150,15,PAPA,CERINZA,2015B
10,10,100,10,PAPA,BETEITIVA,2015B
10,10,130,13,PAPA,GARAGOA,2015B
10,9,54,6,PAPA,GUACAMAYAS,2015B
10,10,100,10,PAPA,PACHAVITA,2015B
9,8,120,15,PAPA,IZA,2015B
5,5,50,10,PAPA,NOBSA,2015B
5,5,40,8,PAPA,SOMONDOCO,2015B
4,4,28,8,PAPA,SOATA,2015B
3,3,21,7,PAPA,CORRALES,2015B
3,3,23,7.5,PAPA,TIPACOQUE,2015B
3,3,36,14.5,PAPA,MIRAFLORES,2015B
2351,2351,47020,20,PAPA,TUNJA,2016A
2200,1400,29000,20.71,PAPA,SIACHOQUE,2016A
2100,2000,40000,20,PAPA,SABOYA,2016A
1600,1400,42000,30,PAPA,VENTAQUEMADA,2016A
1250,1050,21000,20,PAPA,ARCABUCO,2016A
1200,1099,18200,16.56,PAPA,TOCA,2016A
1180,1150,22780,19.81,PAPA,MOTAVITA,2016A
895,895,15975,17.85,PAPA,BELEN,2016A
800,800,16000,20,PAPA,CHIQUIZA,2016A
761,761,20770,27.29,PAPA,TUTAZA,2016A
700,700,17500,25,PAPA,SAMACA,2016A
600,560,10640,19,PAPA,COMBITA,2016A
575,525,9975,19,PAPA,UMBITA,2016A
532,115,1800,15.65,PAPA,SORACA,2016A
510,500,10000,20,PAPA,TOTA,2016A
500,450,6750,15,PAPA,SOGAMOSO,2016A
430,430,6450,15,PAPA,GAMEZA,2016A
430,430,7600,17.67,PAPA,SOTAQUIRA,2016A
410,390,6240,16,PAPA,VIRACACHA,2016A
325,320,8000,25,PAPA,AQUITANIA,2016A
300,300,5250,17.5,PAPA,CUCAITA,2016A
300,300,3600,12,PAPA,EL COCUY,2016A
250,245,2450,10,PAPA,JERICO,2016A
250,220,4180,19,PAPA,TURMEQUE,2016A
230,230,3450,15,PAPA,RAQUIRA,2016A
230,230,5750,25,PAPA,SOCOTA,2016A
220,220,2640,12,PAPA,CIENEGA,2016A
210,180,2160,12,PAPA,CHIQUINQUIRA,2016A
205,180,2160,12,PAPA,CHITA,2016A
200,200,2800,14,PAPA,NUEVO COLON,2016A
180,13,252,19.38,PAPA,SAN MIGUEL DE SEMA,2016A
175,175,2100,12,PAPA,VILLA DE LEYVA,2016A
150,130,2600,20,PAPA,BOYACA,2016A
150,150,2700,18,PAPA,JENESANO,2016A
150,150,3000,20,PAPA,RAMIRIQUI,2016A
140,130,2106,16.2,PAPA,PESCA,2016A
140,140,1820,13,PAPA,TUTA,2016A
100,98,1225,12.5,PAPA,SATIVANORTE,2016A
100,100,1140,11.4,PAPA,SOCHA,2016A
100,90,1350,15,PAPA,SORA,2016A
90,60,600,10,PAPA,CALDAS,2016A
90,90,1350,15,PAPA,FIRAVITOBA,2016A
90,50,750,15,PAPA,OICATA,2016A
73,55,1740,31.7,PAPA,TIBASOSA,2016A
64,59,590,10,PAPA,NOBSA,2016A
64,64,1894,29.59,PAPA,TIBANA,2016A
60,50,750,15,PAPA,MONGUI,2016A
60,58,696,12,PAPA,PAIPA,2016A
60,60,900,15,PAPA,SUTAMARCHAN,2016A
50,50,1000,20,PAPA,CHISCAS,2016A
50,50,750,15,PAPA,SUSACON,2016A
48,20,200,10,PAPA,GUICAN,2016A
45,45,450,10,PAPA,FLORESTA,2016A
44,36,540,15,PAPA,CHIVATA,2016A
42,42,504,12,PAPA,SATIVASUR,2016A
37,35,350,10,PAPA,BETEITIVA,2016A
35,34,289,8.5,PAPA,TASCO,2016A
32,28,168,6,PAPA,EL ESPINO,2016A
30,30,360,12,PAPA,MONGUA,2016A
30,29,435,15,PAPA,SANTA ROSA DE VITERBO,2016A
30,30,360,12,PAPA,SANTA SOFIA,2016A
25,15,225,15,PAPA,GACHANTIVA,2016A
23,22,218,10,PAPA,LA UVITA,2016A
20,20,180,9,PAPA,BUENAVISTA,2016A
20,19,171,9,PAPA,PANQUEBA,2016A
20,18,180,10,PAPA,PAZ DE RIO,2016A
15,15,180,12,PAPA,CUITIVA,2016A
14,14,238,17,PAPA,RONDON,2016A
12,12,192,16,PAPA,CERINZA,2016A
12,8,200,25,PAPA,LABRANZAGRANDE,2016A
12,10,100,10,PAPA,PAUNA,2016A
12,10,150,15,PAPA,IZA,2016A
10,9,59,6.5,PAPA,CORRALES,2016A
10,9,72,8,PAPA,SOMONDOCO,2016A
10,9,90,10,PAPA,TOPAGA,2016A
8,7,42,6,PAPA,PACHAVITA,2016A
8,7,70,10,PAPA,SOATA,2016A
6,5,5,1,PAPA,GUACAMAYAS,2016A
6,6,66,12,PAPA,TINJACA,2016A
5,5,35,6.9,PAPA,ALMEIDA,2016A
5,5,60,12,PAPA,CHIVOR,2016A
4,2,18,10,PAPA,BUSBANZA,2016A
3,3,28,10,PAPA,MIRAFLORES,2016A
3,3,23,7.5,PAPA,TIPACOQUE,2016A
2,2,44,22,PAPA,CHINAVITA,2016A
1,1,10,10,PAPA,PISBA,2016A
2570,2570,51400,20,PAPA,TUNJA,2016B
2350,2350,47000,20,PAPA,SIACHOQUE,2016B
2000,2000,40000,20,PAPA,SABOYA,2016B
1450,1200,24000,20,PAPA,ARCABUCO,2016B
1400,1350,40500,30,PAPA,VENTAQUEMADA,2016B
1100,1100,17600,16,PAPA,SAMACA,2016B
895,895,15975,17.85,PAPA,BELEN,2016B
880,870,16640,19.13,PAPA,TOCA,2016B
847,847,29570,34.91,PAPA,SORACA,2016B
750,750,15000,20,PAPA,CHIQUIZA,2016B
750,650,13000,20,PAPA,UMBITA,2016B
705,705,19100,27.09,PAPA,TUTAZA,2016B
610,470,8370,17.81,PAPA,MOTAVITA,2016B
550,530,7950,15,PAPA,SOGAMOSO,2016B
450,450,9000,20,PAPA,RAMIRIQUI,2016B
410,390,6240,16,PAPA,VIRACACHA,2016B
400,390,7410,19,PAPA,COMBITA,2016B
350,315,4158,13.2,PAPA,CHIQUINQUIRA,2016B
310,310,5600,18.06,PAPA,SOTAQUIRA,2016B
300,290,2900,10,PAPA,JERICO,2016B
264,264,3168,12,PAPA,CIENEGA,2016B
240,240,6000,25,PAPA,SOCOTA,2016B
230,230,4140,18,PAPA,JENESANO,2016B
205,180,2160,12,PAPA,CHITA,2016B
200,190,3800,20,PAPA,BOYACA,2016B
200,200,3400,17,PAPA,CUCAITA,2016B
200,200,2400,12,PAPA,EL COCUY,2016B
200,180,3420,19,PAPA,TURMEQUE,2016B
190,190,2280,12,PAPA,MONGUA,2016B
175,175,2625,15,PAPA,RAQUIRA,2016B
160,140,3500,25,PAPA,AQUITANIA,2016B
150,150,2100,14,PAPA,NUEVO COLON,2016B
120,120,1800,15,PAPA,GAMEZA,2016B
120,120,1560,13,PAPA,SORA,2016B
100,98,1225,12.5,PAPA,SATIVANORTE,2016B
90,90,1350,15,PAPA,FIRAVITOBA,2016B
75,75,2225,29.67,PAPA,TIBANA,2016B
75,72,936,13,PAPA,TUTA,2016B
73,55,1740,31.7,PAPA,TIBASOSA,2016B
63,56,560,10,PAPA,NOBSA,2016B
60,60,1200,20,PAPA,CHISCAS,2016B
55,50,750,15,PAPA,OICATA,2016B
50,45,675,15,PAPA,TOTA,2016B
42,42,504,12,PAPA,SATIVASUR,2016B
40,40,600,15,PAPA,SUTAMARCHAN,2016B
40,40,320,8,PAPA,TASCO,2016B
39,38,380,10,PAPA,BETEITIVA,2016B
39,28,280,10,PAPA,GUICAN,2016B
35,33,330,10,PAPA,PAUNA,2016B
30,26,156,6,PAPA,GUACAMAYAS,2016B
30,30,450,15,PAPA,MONGUI,2016B
27,26,390,15,PAPA,SANTA ROSA DE VITERBO,2016B
25,20,320,16,PAPA,CALDAS,2016B
23,20,300,15,PAPA,CHIVATA,2016B
21,20,145,7.44,PAPA,LA UVITA,2016B
20,20,280,14,PAPA,DUITAMA,2016B
20,15,75,5,PAPA,EL ESPINO,2016B
20,10,150,15,PAPA,GACHANTIVA,2016B
15,15,45,3,PAPA,BUENAVISTA,2016B
15,15,150,10,PAPA,CUITIVA,2016B
14,14,238,17,PAPA,RONDON,2016B
13,13,156,12,PAPA,GARAGOA,2016B
12,10,90,9,PAPA,PANQUEBA,2016B
8,8,45,6,PAPA,PACHAVITA,2016B
7,7,84,12,PAPA,CHIVOR,2016B
6,6,72,12,PAPA,TINJACA,2016B
5,5,80,16,PAPA,CERINZA,2016B
5,5,45,10,PAPA,SOATA,2016B
5,5,38,8,PAPA,SOMONDOCO,2016B
5,5,60,12,PAPA,VILLA DE LEYVA,2016B
4,4,36,9,PAPA,TIPACOQUE,2016B
3,3,20,6.5,PAPA,CORRALES,2016B
2,2,44,22,PAPA,CHINAVITA,2016B
3100,1900,38000,20,PAPA,SABOYA,2017A
2090,2090,41800,20,PAPA,TUNJA,2017A
1630,1430,42900,30,PAPA,VENTAQUEMADA,2017A
1360,1360,23800,17.5,PAPA,MOTAVITA,2017A
1300,1300,32000,24.62,PAPA,SIACHOQUE,2017A
1300,1100,19800,18,PAPA,TOCA,2017A
1250,1050,21000,20,PAPA,ARCABUCO,2017A
1100,850,14875,17.5,PAPA,CHIQUIZA,2017A
800,800,20000,25,PAPA,SAMACA,2017A
800,750,22500,30,PAPA,SORACA,2017A
750,580,15700,27.07,PAPA,TUTAZA,2017A
710,680,13600,20,PAPA,BELEN,2017A
600,588,10290,17.5,PAPA,COMBITA,2017A
520,515,10300,20,PAPA,TOTA,2017A
420,420,5460,13,PAPA,GAMEZA,2017A
410,390,6240,16,PAPA,VIRACACHA,2017A
397,397,7609,19.17,PAPA,SOTAQUIRA,2017A
363,363,7986,22,PAPA,UMBITA,2017A
325,325,3075,9.46,PAPA,JERICO,2017A
300,280,7140,25.5,PAPA,AQUITANIA,2017A
300,300,3600,12,PAPA,EL COCUY,2017A
264,264,3960,15,PAPA,CIENEGA,2017A
250,240,3600,15,PAPA,JENESANO,2017A
240,240,6000,25,PAPA,SOCOTA,2017A
240,230,5060,22,PAPA,TURMEQUE,2017A
205,200,2400,12,PAPA,CHITA,2017A
200,200,2400,12,PAPA,CHIQUINQUIRA,2017A
200,198,3366,17,PAPA,CUCAITA,2017A
200,200,4000,20,PAPA,RAMIRIQUI,2017A
191,124,2927,23.6,PAPA,SOGAMOSO,2017A
180,180,2520,14,PAPA,NUEVO COLON,2017A
180,180,2700,15,PAPA,VILLA DE LEYVA,2017A
170,160,3200,20,PAPA,BOYACA,2017A
155,155,2015,13,PAPA,TUTA,2017A
150,150,4500,30,PAPA,TIBANA,2017A
130,130,2600,20,PAPA,SORA,2017A
120,100,1800,18,PAPA,CHIVATA,2017A
120,120,1800,15,PAPA,FIRAVITOBA,2017A
100,85,1020,12,PAPA,CALDAS,2017A
100,80,1600,20,PAPA,CHISCAS,2017A
85,71,1491,21,PAPA,PESCA,2017A
80,78,1248,16,PAPA,SATIVANORTE,2017A
80,80,960,12,PAPA,SOCHA,2017A
80,80,960,12,PAPA,SUSACON,2017A
73,55,1740,31.7,PAPA,TIBASOSA,2017A
64,57,570,10,PAPA,NOBSA,2017A
60,55,825,15,PAPA,MONGUI,2017A
60,60,900,15,PAPA,SUTAMARCHAN,2017A
60,60,480,8,PAPA,TASCO,2017A
55,55,657,12,PAPA,PAIPA,2017A
50,45,450,10,PAPA,FLORESTA,2017A
40,40,480,12,PAPA,SANTA SOFIA,2017A
37,37,370,10,PAPA,BETEITIVA,2017A
35,35,420,12,PAPA,MONGUA,2017A
33,33,198,6,PAPA,EL ESPINO,2017A
30,29,319,11,PAPA,GUICAN,2017A
30,20,320,16,PAPA,OICATA,2017A
28,28,420,15,PAPA,SANTA ROSA DE VITERBO,2017A
27,27,338,12.5,PAPA,RAQUIRA,2017A
25,15,225,15,PAPA,GACHANTIVA,2017A
25,25,213,8.5,PAPA,LA UVITA,2017A
22,20,600,30,PAPA,PAZ DE RIO,2017A
20,20,360,18,PAPA,DUITAMA,2017A
20,19,171,9,PAPA,PANQUEBA,2017A
18,18,360,20,PAPA,CUITIVA,2017A
18,16,192,12,PAPA,TINJACA,2017A
16,14,288,20,PAPA,PAUNA,2017A
15,15,237,16,PAPA,IZA,2017A
14,14,238,17,PAPA,RONDON,2017A
11,8,150,20,PAPA,SAN MIGUEL DE SEMA,2017A
11,9,81,9,PAPA,TIPACOQUE,2017A
10,9,59,6.5,PAPA,CORRALES,2017A
10,9,54,6,PAPA,PACHAVITA,2017A
10,10,76,8,PAPA,SOMONDOCO,2017A
9,9,144,16,PAPA,CERINZA,2017A
8,4,40,10,PAPA,SATIVASUR,2017A
8,7,70,10,PAPA,SOATA,2017A
6,5,50,10,PAPA,GUACAMAYAS,2017A
6,5,25,5,PAPA,LABRANZAGRANDE,2017A
5,5,32,7,PAPA,ALMEIDA,2017A
5,5,60,12,PAPA,CHIVOR,2017A
4,2,19,10.3,PAPA,BUSBANZA,2017A
4,4,40,10,PAPA,TOPAGA,2017A
3,2,14,6.5,PAPA,CHINAVITA,2017A
2500,2200,44000,20,PAPA,SABOYA,2017B
1695,1695,33900,20,PAPA,TUNJA,2017B
1480,1420,42600,30,PAPA,VENTAQUEMADA,2017B
1450,1200,24000,20,PAPA,ARCABUCO,2017B
1080,1080,27000,25,PAPA,SAMACA,2017B
1000,800,14000,17.5,PAPA,CHIQUIZA,2017B
750,750,15250,20.33,PAPA,SIACHOQUE,2017B
730,720,14400,20,PAPA,BELEN,2017B
700,630,10080,16,PAPA,TOCA,2017B
660,590,16050,27.2,PAPA,TUTAZA,2017B
563,563,11823,21,PAPA,UMBITA,2017B
530,490,5310,10.84,PAPA,MOTAVITA,2017B
500,500,12500,25,PAPA,SORACA,2017B
410,390,6240,16,PAPA,VIRACACHA,2017B
400,400,8000,20,PAPA,RAMIRIQUI,2017B
370,358,6530,18.24,PAPA,COMBITA,2017B
337,337,6539,19.4,PAPA,SOTAQUIRA,2017B
315,315,4185,13.29,PAPA,CHIQUINQUIRA,2017B
300,290,4350,15,PAPA,TOTA,2017B
270,270,3375,12.5,PAPA,RAQUIRA,2017B
250,250,3000,12,PAPA,CIENEGA,2017B
240,240,6000,25,PAPA,SOCOTA,2017B
225,225,2175,9.67,PAPA,JERICO,2017B
210,200,4000,20,PAPA,BOYACA,2017B
200,199,3383,17,PAPA,CUCAITA,2017B
200,200,2400,12,PAPA,EL COCUY,2017B
200,200,3600,18,PAPA,JENESANO,2017B
195,195,2340,12,PAPA,MONGUA,2017B
180,170,3400,20,PAPA,TURMEQUE,2017B
150,150,2100,14,PAPA,NUEVO COLON,2017B
135,135,4050,30,PAPA,TIBANA,2017B
120,120,1560,13,PAPA,GAMEZA,2017B
100,80,960,12,PAPA,CALDAS,2017B
80,80,1200,15,PAPA,FIRAVITOBA,2017B
80,78,1014,13,PAPA,SATIVANORTE,2017B
78,74,1748,23.62,PAPA,SOGAMOSO,2017B
73,55,1740,31.7,PAPA,TIBASOSA,2017B
70,70,1400,20,PAPA,CHISCAS,2017B
70,70,1400,20,PAPA,SORA,2017B
62,59,590,10,PAPA,NOBSA,2017B
60,50,1275,25.5,PAPA,AQUITANIA,2017B
60,55,1100,20,PAPA,CHITA,2017B
60,60,780,13,PAPA,TUTA,2017B
50,30,540,18,PAPA,OICATA,2017B
50,50,400,8,PAPA,TASCO,2017B
45,32,384,12,PAPA,GUICAN,2017B
40,40,600,15,PAPA,SUTAMARCHAN,2017B
35,35,840,24,PAPA,VILLA DE LEYVA,2017B
32,32,480,15,PAPA,MONGUI,2017B
30,27,162,6,PAPA,GUACAMAYAS,2017B
30,28,560,20,PAPA,PESCA,2017B
27,26,390,15,PAPA,SANTA ROSA DE VITERBO,2017B
25,25,200,8,PAPA,EL ESPINO,2017B
24,24,240,10,PAPA,BETEITIVA,2017B
20,15,270,18,PAPA,CHIVATA,2017B
18,18,360,20,PAPA,CUITIVA,2017B
15,15,225,15,PAPA,DUITAMA,2017B
15,14,108,7.71,PAPA,LA UVITA,2017B
14,14,168,12,PAPA,GARAGOA,2017B
14,14,238,17,PAPA,RONDON,2017B
12,10,90,9,PAPA,PANQUEBA,2017B
10,10,150,15,PAPA,GACHANTIVA,2017B
8,7,42,6,PAPA,PACHAVITA,2017B
8,8,160,20,PAPA,SAN MIGUEL DE SEMA,2017B
8,8,98,12.2,PAPA,SATIVASUR,2017B
6,6,66,12,PAPA,TINJACA,2017B
5,5,60,12,PAPA,CHIVOR,2017B
5,5,45,10,PAPA,SOATA,2017B
5,5,38,8,PAPA,SOMONDOCO,2017B
5,5,50,10,PAPA,TOPAGA,2017B
4,4,64,16,PAPA,CERINZA,2017B
4,4,72,20,PAPA,PAUNA,2017B
4,3,48,16,PAPA,CHINAVITA,2017B
3,3,20,6.5,PAPA,CORRALES,2017B
3000,3000,60000,20,PAPA,SABOYA,2018A
2600,2600,52000,20,PAPA,TUNJA,2018A
1900,1900,47500,25,PAPA,SAMACA,2018A
1700,1700,51000,30,PAPA,VENTAQUEMADA,2018A
1600,1600,40000,25,PAPA,SORACA,2018A
1300,1300,26500,20.38,PAPA,SIACHOQUE,2018A
1300,1300,20800,16,PAPA,TOCA,2018A
1200,1200,24000,20,PAPA,ARCABUCO,2018A
1150,1150,13010,11.31,PAPA,MOTAVITA,2018A
900,900,15750,17.5,PAPA,CHIQUIZA,2018A
770,770,15400,20,PAPA,BELEN,2018A
600,600,11000,18.33,PAPA,COMBITA,2018A
600,600,9000,15,PAPA,TOTA,2018A
600,600,16250,27.08,PAPA,TUTAZA,2018A
500,500,9000,18,PAPA,JENESANO,2018A
410,410,7870,19.2,PAPA,SOTAQUIRA,2018A
410,410,6560,16,PAPA,VIRACACHA,2018A
400,400,8000,20,PAPA,RAMIRIQUI,2018A
360,360,7560,21,PAPA,UMBITA,2018A
250,250,6250,25,PAPA,SOCOTA,2018A
225,225,2175,9.67,PAPA,JERICO,2018A
220,220,4400,20,PAPA,TURMEQUE,2018A
210,210,4200,20,PAPA,BOYACA,2018A
200,200,2400,12,PAPA,CHIQUINQUIRA,2018A
200,200,4000,20,PAPA,CHITA,2018A
200,200,2400,12,PAPA,CIENEGA,2018A
190,190,3230,17,PAPA,CUCAITA,2018A
180,180,2520,14,PAPA,NUEVO COLON,2018A
150,150,1950,13,PAPA,GAMEZA,2018A
145,145,4350,30,PAPA,TIBANA,2018A
120,120,2400,20,PAPA,CHISCAS,2018A
120,120,1800,15,PAPA,FIRAVITOBA,2018A
120,120,2400,20,PAPA,SORA,2018A
110,110,1320,12,PAPA,EL COCUY,2018A
100,100,1200,12,PAPA,CALDAS,2018A
100,100,1800,18,PAPA,CHIVATA,2018A
100,100,1300,13,PAPA,SATIVANORTE,2018A
87,87,1044,12,PAPA,GUICAN,2018A
83,83,1027,12.37,PAPA,SOCHA,2018A
83,83,999,12.04,PAPA,SUSACON,2018A
81,81,2003,24.73,PAPA,SOGAMOSO,2018A
80,80,1440,18,PAPA,OICATA,2018A
80,80,2536,31.7,PAPA,TIBASOSA,2018A
80,80,1040,13,PAPA,TUTA,2018A
65,65,650,10,PAPA,NOBSA,2018A
60,60,1530,25.5,PAPA,AQUITANIA,2018A
60,60,900,15,PAPA,MONGUI,2018A
60,60,900,15,PAPA,SUTAMARCHAN,2018A
60,60,480,8,PAPA,TASCO,2018A
56,56,680,12.15,PAPA,PAIPA,2018A
51,51,517,10.14,PAPA,FLORESTA,2018A
41,41,505,12.32,PAPA,SANTA SOFIA,2018A
40,40,960,24,PAPA,VILLA DE LEYVA,2018A
38,38,456,12,PAPA,MONGUA,2018A
33,33,264,8,PAPA,EL ESPINO,2018A
